,Excitatory,Microglia,OD,Inhibitory,Endothelial,Astrocyte
-1971.530357_-2468.451439,0.027251575,0.001907435,0.95568997,3.07E-06,0.007807697,0.007340328
-1971.530357_-2568.451439,0.08592486,0.005400092,0.29881388,0.03133851,0.016454102,0.5620686
-1971.530357_-2668.451439,0.13154905,0.014437334,0.5515612,0.049124032,0.2207831,0.03254533
-1971.530357_-2768.451439,0.1777983,0.031815473,0.53694,0.058713924,0.16381118,0.030921206
-1971.530357_-2868.451439,0.32467732,0.020032708,0.244188,0.096246146,0.307492,0.007363873
-1971.530357_-2968.451439,0.4859011,0.01806022,0.4540652,0.01072879,0.008102666,0.023142116
-1971.530357_-3068.451439,0.57395214,0.006321456,0.18721682,0.029431853,0.16019778,0.042879958
-1971.530357_-3168.451439,0.60265523,0.008700949,0.21123745,0.025608625,0.06536066,0.08643708
-1971.530357_-3268.451439,0.4382951,0.012795438,0.35054454,0.01111587,0.009554556,0.17769453
-1971.530357_-3368.451439,0.1656132,0.004427809,0.77422345,0.013442487,0.011784823,0.030508213
-1971.530357_-3468.451439,0.24269564,0.039161965,0.50640154,0.003765904,0.1884747,0.019500198
-1971.530357_-3568.451439,0.5255527,0.01789739,0.24239662,0.001935155,0.012463491,0.19975471
-1971.530357_-3668.451439,0.15158261,0.047727294,0.43917298,0.004494594,0.34593832,0.011084131
-1971.530357_-3768.451439,0.04753921,0.04159071,0.33377168,0.001912942,0.43959814,0.13558729
-1971.530357_-3868.451439,0.054797422,0.1099393,0.14015403,4.75E-07,0.60124,0.09386881
-2071.530357_-2368.451439,0.016310379,0.001924612,0.85436994,8.98E-06,0.060626127,0.06675994
-2071.530357_-2468.451439,0.015566753,0.006199004,0.8777879,0.002680528,0.07462031,0.023145549
-2071.530357_-2568.451439,0.08778964,0.051960923,0.802758,0.009504007,0.040458757,0.007528745
-2071.530357_-2668.451439,0.22978893,0.046880815,0.36500457,0.0647446,0.25302002,0.04056113
-2071.530357_-2768.451439,0.23740606,0.017927382,0.35145953,0.113867566,0.10503339,0.17430605
-2071.530357_-2868.451439,0.47565836,0.017215382,0.2873373,0.0195922,0.012490171,0.18770659
-2071.530357_-2968.451439,0.33663225,0.030382894,0.540958,0.016085185,0.035411034,0.04053064
-2071.530357_-3068.451439,0.45632246,0.01314815,0.40175042,0.009911106,0.014579539,0.104288355
-2071.530357_-3168.451439,0.47311974,0.02379691,0.43951985,0.005547131,0.028231213,0.029785186
-2071.530357_-3268.451439,0.39989716,0.0955521,0.4374839,0.004608156,0.024191085,0.038267586
-2071.530357_-3368.451439,0.21093996,0.012840384,0.7480522,3.24E-05,0.020525409,0.007609679
-2071.530357_-3468.451439,0.17450216,0.029119825,0.5573016,0.000485373,0.104301736,0.1342893
-2071.530357_-3568.451439,0.2702,0.03097934,0.40004364,1.34E-06,0.11842943,0.18034618
-2071.530357_-3668.451439,0.4218053,0.009376884,0.3022225,0.001255616,0.005289788,0.26004997
-2071.530357_-3768.451439,0.13021389,0.041664388,0.20768806,1.16E-06,0.119288586,0.50114393
-2071.530357_-3868.451439,0.004284057,0.014977579,0.23866154,5.20E-07,0.7417649,0.000311391
-2171.530357_-2368.451439,0.014651262,0.003018868,0.85687625,4.59E-05,0.06325904,0.06214871
-2171.530357_-2468.451439,0.02759261,0.000253058,0.9243848,0.001894802,0.012714819,0.033159923
-2171.530357_-2568.451439,0.006847062,0.003483058,0.8247091,0.000915264,0.06572476,0.09832065
-2171.530357_-2668.451439,0.20289983,0.15628903,0.34885925,0.004831003,0.25900552,0.028115487
-2171.530357_-2768.451439,0.24241279,0.085986726,0.3947735,0.017079474,0.06397992,0.19576754
-2171.530357_-2868.451439,0.46617022,0.11036331,0.13163683,0.011985607,0.2508649,0.02897918
-2171.530357_-2968.451439,0.53049046,0.022330388,0.30099618,0.012410007,0.012947599,0.120825365
-2171.530357_-3068.451439,0.4944915,0.037211765,0.37585852,0.0090553,0.012222501,0.071160436
-2171.530357_-3168.451439,0.17447315,0.007312054,0.605641,0.003025984,0.030171335,0.17937645
-2171.530357_-3268.451439,0.45502353,0.026742253,0.4062896,0.001321601,0.027546456,0.08307654
-2171.530357_-3368.451439,0.20968442,0.040410213,0.60476685,0.001542915,0.029664695,0.11393092
-2171.530357_-3468.451439,0.34659064,0.23883487,0.25378504,0.001141489,0.106464505,0.053183455
-2171.530357_-3568.451439,0.39350474,0.095214896,0.2975897,0.000994856,0.20195003,0.010745716
-2171.530357_-3668.451439,0.108157344,0.085635416,0.29280126,3.69E-06,0.40049812,0.112904176
-2171.530357_-3768.451439,0.017761823,0.14401503,0.23770627,1.18E-06,0.5633453,0.037170377
-2271.530357_-2368.451439,0.013146567,0.000293478,0.9121093,1.03E-05,0.017381752,0.057058565
-2271.530357_-2468.451439,0.009817717,0.000679236,0.9602572,7.47E-05,0.003991427,0.025179692
-2271.530357_-2568.451439,0.005316441,0.00358829,0.9320854,0.003042084,0.053490303,0.002477601
-2271.530357_-2668.451439,0.30685955,0.03793564,0.33168525,0.007563865,0.30404153,0.011914063
-2271.530357_-2768.451439,0.27737135,0.001991768,0.5183738,0.017397376,0.004345594,0.18052016
-2271.530357_-2868.451439,0.43483162,0.011515783,0.39894143,0.011924367,0.014240301,0.12854652
-2271.530357_-2968.451439,0.35906824,0.06662824,0.36289126,0.00832013,0.18329553,0.019796634
-2271.530357_-3068.451439,0.15527928,0.02204142,0.20658909,0.000166479,0.2503959,0.36552787
-2271.530357_-3168.451439,0.17404893,0.0778425,0.5211569,0.002241295,0.21260409,0.012106285
-2271.530357_-3268.451439,0.21250387,0.006659522,0.73625207,0.000708623,0.03185565,0.012020205
-2271.530357_-3368.451439,0.15881714,0.002991366,0.6240252,0.00115793,0.016567776,0.19644049
-2271.530357_-3468.451439,0.2902191,0.025390323,0.42210418,0.001646826,0.14544573,0.11519382
-2271.530357_-3568.451439,0.58853084,0.057152703,0.2745144,0.006237657,0.016516726,0.057047665
-2271.530357_-3668.451439,0.34071738,0.049624354,0.36044803,0.002172191,0.2023958,0.044642325
-2271.530357_-3768.451439,0.104194045,0.038338322,0.42182696,2.34E-05,0.13839047,0.2972268
-2271.530357_-3868.451439,0.12704617,0.1968391,0.21778236,3.72E-06,0.38799375,0.070334874
-2371.530357_-2368.451439,0.011588813,0.00093233,0.87065727,3.90E-05,0.08381739,0.03296508
-2371.530357_-2468.451439,0.007399069,0.00067138,0.9142305,4.83E-05,0.028225642,0.049425084
-2371.530357_-2568.451439,0.013292514,0.001872308,0.84867644,0.001208486,0.116440706,0.018509565
-2371.530357_-2668.451439,0.15730931,0.00677009,0.5311531,0.01039937,0.17610213,0.11826607
-2371.530357_-2768.451439,0.24657233,0.031356476,0.46132052,0.094836414,0.13991083,0.026003482
-2371.530357_-2868.451439,0.24443252,0.04119917,0.5533268,0.076936275,0.021453867,0.06265142
-2371.530357_-2968.451439,0.19452105,0.006795233,0.4384829,0.03717823,0.18844171,0.13458079
-2371.530357_-3068.451439,0.6370968,0.001845278,0.29081884,0.014593106,0.00624689,0.049399067
-2371.530357_-3168.451439,0.14201227,0.022041207,0.5715554,0.008558855,0.21932778,0.036504477
-2371.530357_-3268.451439,0.18895914,0.00950433,0.64206654,0.021379126,0.009139794,0.12895101
-2371.530357_-3368.451439,0.26191422,0.001539935,0.6139971,0.002161589,0.0050535,0.11533371
-2371.530357_-3468.451439,0.4236995,0.08651299,0.30985588,0.000542629,0.1634891,0.015899925
-2371.530357_-3568.451439,0.1408447,0.005868627,0.69933915,0.002220897,0.032200884,0.11952573
-2371.530357_-3668.451439,0.3726448,0.011224917,0.39779845,0.003799234,0.09672478,0.117807865
-2371.530357_-3768.451439,0.3582246,0.028438825,0.30624172,0.005128698,0.1911829,0.110783264
-2371.530357_-3868.451439,0.037304975,0.081385225,0.44449526,3.65E-06,0.42593625,0.010874602
-2471.530357_-2368.451439,0.014164457,0.00203584,0.8981677,2.53E-05,0.033924054,0.051682692
-2471.530357_-2468.451439,0.019016836,0.000696199,0.8276016,5.45E-06,0.03763162,0.115048304
-2471.530357_-2568.451439,0.010131905,0.006257,0.9518829,1.45E-05,0.011999099,0.01971456
-2471.530357_-2668.451439,0.34234533,0.032967437,0.32156217,0.040650092,0.2042503,0.058224626
-2471.530357_-2768.451439,0.20159803,0.032738198,0.3454495,0.06445098,0.33125278,0.024510454
-2471.530357_-2868.451439,0.16895902,0.009248457,0.54211015,0.122588865,0.070364654,0.086728916
-2471.530357_-2968.451439,0.24677323,0.011150626,0.56464934,0.13190287,0.00518717,0.040336784
-2471.530357_-3068.451439,0.33412614,0.040741898,0.51364726,0.03867154,0.029077927,0.043735217
-2471.530357_-3168.451439,0.4382766,0.0630146,0.39130077,0.03833148,0.05954557,0.009530942
-2471.530357_-3268.451439,0.17689085,0.09337347,0.4736492,0.016946314,0.16908588,0.070054315
-2471.530357_-3368.451439,0.14796075,0.006424109,0.7566751,0.013132294,0.029919956,0.045887858
-2471.530357_-3468.451439,0.255174,0.023025867,0.536888,0.002691629,0.06851267,0.11370782
-2471.530357_-3568.451439,0.15435772,0.019074488,0.71301806,0.001792841,0.084587894,0.027168954
-2471.530357_-3668.451439,0.3080411,0.023423117,0.49652964,0.009010673,0.103569284,0.059426077
-2471.530357_-3768.451439,0.1461466,0.011292487,0.52558947,0.006578546,0.19360375,0.116789065
-2471.530357_-3868.451439,0.020906355,0.17632589,0.3292044,2.61E-06,0.24527988,0.2282808
-2571.530357_-2368.451439,0.009685763,0.006403328,0.9244292,5.65E-05,0.023256613,0.036168557
-2571.530357_-2468.451439,0.011083648,0.001664272,0.9613417,6.55E-06,0.004824814,0.02107903
-2571.530357_-2568.451439,0.008107831,0.009266933,0.8175335,1.30E-05,0.15799673,0.007081984
-2571.530357_-2668.451439,0.24596854,0.049276635,0.438082,0.06448886,0.030907728,0.17127627
-2571.530357_-2768.451439,0.26322863,0.008294009,0.54505396,0.036089227,0.08272117,0.064612985
-2571.530357_-2868.451439,0.16314007,0.0406568,0.59024477,0.015007338,0.17307498,0.017876014
-2571.530357_-2968.451439,0.477487,0.011726094,0.42398894,0.036080044,0.020736588,0.029981319
-2571.530357_-3068.451439,0.27312365,0.046636865,0.5415088,0.02027367,0.10022051,0.01823649
-2571.530357_-3168.451439,0.30419356,0.015359494,0.26626718,0.021982122,0.26797077,0.12422687
-2571.530357_-3268.451439,0.1397659,0.020269763,0.5174306,0.009705626,0.25605458,0.056773566
-2571.530357_-3368.451439,0.45704955,0.045517344,0.32658592,0.005501686,0.021616615,0.14372893
-2571.530357_-3468.451439,0.19319552,0.099799834,0.109996,0.0316271,0.5620502,0.00333133
-2571.530357_-3568.451439,0.157228,0.016982114,0.616769,0.000376846,0.19609961,0.012544446
-2571.530357_-3668.451439,0.3002612,0.012076017,0.5635207,0.016471645,0.061318446,0.04635198
-2571.530357_-3768.451439,0.14387299,0.00274831,0.55647254,0.017431708,0.1329695,0.14650494
-2571.530357_-3868.451439,0.11479927,0.0686657,0.5883544,9.26E-05,0.009737765,0.2183503
-2671.530357_-2368.451439,0.0224585,0.005160064,0.91925114,0.014355247,0.019079268,0.019695655
-2671.530357_-2468.451439,0.014900557,0.003582136,0.9675716,4.63E-05,0.009336316,0.004563166
-2671.530357_-2568.451439,0.013336633,0.004718218,0.9538436,0.000113959,0.0038982,0.024089428
-2671.530357_-2668.451439,0.19907147,0.012171954,0.35525423,0.041144747,0.15239596,0.2399616
-2671.530357_-2768.451439,0.36798382,0.025367467,0.25170746,0.076078,0.18137397,0.09748926
-2671.530357_-2868.451439,0.24059556,0.03152394,0.3637558,0.08395417,0.20030236,0.07986819
-2671.530357_-2968.451439,0.11783989,0.04364795,0.34390432,0.053001653,0.33844122,0.103165016
-2671.530357_-3068.451439,0.27364674,0.000286664,0.6020613,0.036844037,0.047552172,0.03960909
-2671.530357_-3168.451439,0.19559255,0.006138032,0.5509437,0.01649893,0.20411664,0.02671017
-2671.530357_-3268.451439,0.064110376,0.010157011,0.6312746,0.022556702,0.10000869,0.17189266
-2671.530357_-3368.451439,0.2287498,0.004821953,0.274007,0.017253561,0.022974785,0.4521929
-2671.530357_-3468.451439,0.18631856,0.01268284,0.6259262,0.018338706,0.14568008,0.011053622
-2671.530357_-3568.451439,0.6521619,0.033234056,0.25578496,0.042167637,0.008343974,0.008307506
-2671.530357_-3668.451439,0.47084096,0.06539759,0.27217895,0.016746247,0.1449417,0.029894624
-2671.530357_-3768.451439,0.19990554,0.006826295,0.5806289,0.001490479,0.07855678,0.13259198
-2671.530357_-3868.451439,0.228703,0.013832594,0.60799897,0.045154247,0.06315464,0.041156482
-2771.530357_-2368.451439,0.015495934,0.008694835,0.9221477,7.97E-05,0.048636366,0.004945513
-2771.530357_-2468.451439,0.036267746,0.000230461,0.93415064,0.000187985,0.011546798,0.017616443
-2771.530357_-2568.451439,0.063930005,0.012792233,0.85923755,0.00105185,0.025426507,0.037561897
-2771.530357_-2668.451439,0.27866444,0.06171803,0.42479402,0.021591859,0.19449939,0.018732233
-2771.530357_-2768.451439,0.16494635,0.05440675,0.49188298,0.011180846,0.27016652,0.007416602
-2771.530357_-2868.451439,0.16060619,0.010482265,0.49038425,0.012619419,0.269692,0.056215912
-2771.530357_-2968.451439,0.20267881,0.004015054,0.61445886,0.10704846,0.007213588,0.06458521
-2771.530357_-3068.451439,0.31791055,0.09216218,0.37673345,0.03346108,0.16324058,0.016492128
-2771.530357_-3168.451439,0.10534412,0.15572843,0.6289806,0.030716868,0.06268199,0.016548032
-2771.530357_-3268.451439,0.16123013,0.19924359,0.1457142,0.02420569,0.45600778,0.013598559
-2771.530357_-3368.451439,0.15532449,0.001114254,0.7193612,0.011226772,0.005067326,0.107905924
-2771.530357_-3468.451439,0.18014368,0.001681614,0.5700922,0.031104641,0.00604637,0.21093152
-2771.530357_-3568.451439,0.1720394,0.004674684,0.55579865,0.012977431,0.08373384,0.17077602
-2771.530357_-3668.451439,0.23617113,0.005585399,0.62937343,0.009840255,0.01054968,0.10848005
-2771.530357_-3768.451439,0.26698896,0.009044224,0.45034453,0.21274985,0.030542096,0.030330278
-2771.530357_-3868.451439,0.21057889,0.002387717,0.6466475,0.078886524,0.024229022,0.037270326
-2871.530357_-2368.451439,0.10562871,0.000201726,0.8502449,0.006372347,0.00662328,0.03092915
-2871.530357_-2468.451439,0.06687548,0.001756054,0.881031,0.007537309,0.04002445,0.00277576
-2871.530357_-2568.451439,0.1331288,0.009954533,0.81081975,0.00631864,0.01887798,0.020900229
-2871.530357_-2668.451439,0.3331801,0.022620166,0.114685446,0.012695986,0.3636185,0.15319984
-2871.530357_-2768.451439,0.5620843,0.051078923,0.10702999,0.03792842,0.22529334,0.016585039
-2871.530357_-2868.451439,0.19309409,0.00504619,0.71671116,0.016976321,0.005718115,0.062454164
-2871.530357_-2968.451439,0.12040886,0.004065664,0.61684453,0.0882234,0.00743555,0.16302204
-2871.530357_-3068.451439,0.1579207,0.030659003,0.6689913,0.038526554,0.050861154,0.05304127
-2871.530357_-3168.451439,0.014249167,0.012647851,0.72308654,0.08200975,0.1389154,0.029091338
-2871.530357_-3268.451439,0.079192676,0.019004973,0.47453427,0.029088046,0.3465695,0.05161048
-2871.530357_-3368.451439,0.116056085,0.00313221,0.639784,0.04137932,0.14119521,0.05845322
-2871.530357_-3468.451439,0.21588129,0.01619284,0.60381496,0.009932627,0.14335716,0.010821047
-2871.530357_-3568.451439,0.21384977,0.001857499,0.7161931,0.04667507,0.007766262,0.013658233
-2871.530357_-3668.451439,0.016515657,0.000760302,0.6978874,0.054924488,0.12350091,0.106411316
-2871.530357_-3768.451439,0.044503056,0.002719999,0.74103075,0.070889145,0.13288757,0.007969487
-2871.530357_-3868.451439,0.133375,0.004744114,0.64088464,0.04458974,0.15066805,0.025738485
-2971.530357_-2368.451439,0.098019905,0.006580633,0.64913696,0.00581816,0.19673604,0.04370839
-2971.530357_-2468.451439,0.024184572,0.003290545,0.92936105,0.028888008,0.006936514,0.007339318
-2971.530357_-2568.451439,0.18807085,0.008122139,0.72140175,0.03384126,0.02400081,0.024563132
-2971.530357_-2668.451439,0.72875136,0.0605246,0.14591663,0.03926135,0.011918825,0.013627259
-2971.530357_-2768.451439,0.57046264,0.010009773,0.24600148,0.04828473,0.004468501,0.12077291
-2971.530357_-2868.451439,0.22683404,0.003942199,0.60534424,0.021467298,0.008657021,0.13375519
-2971.530357_-2968.451439,0.13256365,0.023372458,0.5553132,0.007881576,0.24944235,0.031426735
-2971.530357_-3068.451439,0.2497715,0.049977444,0.16707581,0.07698854,0.3669775,0.08920917
-2971.530357_-3168.451439,0.072533146,0.004306135,0.69811416,0.123222426,0.06822525,0.0335989
-2971.530357_-3268.451439,0.04852613,0.003955299,0.552138,0.081797734,0.29234967,0.02123321
-2971.530357_-3368.451439,0.114239454,0.001265282,0.67903113,0.09675448,0.005903481,0.10280621
-2971.530357_-3468.451439,0.21621116,0.026800472,0.6094988,0.027000034,0.08999177,0.030497814
-2971.530357_-3568.451439,0.18507542,0.007890246,0.5284913,0.09558204,0.16140898,0.02155202
-2971.530357_-3668.451439,0.24255896,0.006537888,0.6227589,0.101280585,0.014580629,0.012282982
-2971.530357_-3768.451439,0.09473291,0.009578184,0.6924238,0.06398529,0.12515515,0.014124623
-2971.530357_-3868.451439,0.0578083,0.014130048,0.5078766,0.09653802,0.27460906,0.049038015
1081.2491028_-1097.509028,0.14698759,0.014080983,0.5547694,0.09279774,0.15112488,0.040239446
1081.2491028_-197.509028,0.14527072,0.010441413,0.62909305,0.03730144,0.12725694,0.050636437
1081.2491028_-297.509028,0.22624932,0.025045462,0.5222726,0.026654782,0.18621247,0.013565391
1081.2491028_-397.509028,0.031642698,0.001147809,0.7510621,0.11200168,0.028578943,0.07556683
1081.2491028_-497.509028,0.16585852,0.011569835,0.60579616,0.04431594,0.11722416,0.05523533
1081.2491028_-597.509028,0.13569637,0.010548087,0.60634035,0.06080685,0.12723874,0.059369545
1081.2491028_-697.509028,0.22340657,0.01700527,0.7059134,0.018609647,0.021589333,0.013475723
1081.2491028_-797.509028,0.17464206,0.011762981,0.66292936,0.096698,0.030388463,0.02357916
1081.2491028_-897.509028,0.035987087,0.002911473,0.7362157,0.11056948,0.04045912,0.0738571
1081.2491028_-97.5090279999999,0.2316489,0.013545764,0.7034765,0.03656008,0.004677218,0.010091563
1081.2491028_-997.509028,0.09049321,0.028234879,0.7036784,0.06988527,0.08033283,0.027375437
1081.2491028_102.490972,0.59881026,0.009001306,0.30328238,0.016311241,0.034111146,0.038483646
1081.2491028_2.49097200000006,0.47109142,0.003343217,0.43814656,0.07517146,0.004752678,0.007494574
1081.2491028_202.490972,0.044565193,0.005249864,0.92653656,6.71E-05,0.020866511,0.002714824
1081.2491028_302.490972,0.031312227,0.003293018,0.923456,4.44E-06,0.036857642,0.005076638
1081.2491028_402.490972,0.011966226,0.003994884,0.90131515,8.38E-05,0.021300174,0.061339755
1181.2491028_-1097.509028,0.041389566,0.022165867,0.5342283,0.016579494,0.2905225,0.09511424
1181.2491028_-197.509028,0.26577997,0.05147063,0.29130858,0.117231354,0.26193684,0.012272575
1181.2491028_-297.509028,0.09341299,0.008375791,0.6420496,0.19531876,0.01619496,0.044647876
1181.2491028_-397.509028,0.2035184,0.002693991,0.65325886,0.09935392,0.003021227,0.03815368
1181.2491028_-497.509028,0.13465057,0.034599647,0.77831507,0.021070339,0.002973861,0.028390601
1181.2491028_-597.509028,0.23792478,0.048702933,0.5048905,0.010856442,0.050508678,0.14711665
1181.2491028_-697.509028,0.5272215,0.005550897,0.37143376,0.03872075,0.011330238,0.045742795
1181.2491028_-797.509028,0.34409943,0.013265827,0.4533243,0.037836388,0.11368394,0.037790168
1181.2491028_-897.509028,0.106889695,0.023773208,0.67257756,0.055918135,0.12455031,0.01629105
