,Inhibitory,Endothelial,Astrocyte,Microglia,OD,Excitatory
-1471.530357_-3768.451439,0,0.386380435,0,0,0.482387987,0.131231578
-1471.530357_-3868.451439,0.090484687,0.224013602,0,0.444305532,0.173724742,0.067471437
-1571.530357_-2368.451439,0,0,0,0,1,0
-1571.530357_-2468.451439,0.377086062,0,0,0.555370881,0,0.067543057
-1571.530357_-2568.451439,0.382817373,0.209399084,0,0.148863928,0,0.258919615
-1571.530357_-2668.451439,0.386803137,0.220723686,0,0,0.174731671,0.217741506
-1571.530357_-2768.451439,0.439957421,0.218665202,0,0.240917095,0.100460282,0
-1571.530357_-2868.451439,0.239117779,0.380730297,0,0,0.380151923,0
-1571.530357_-2968.451439,0.055205248,0.448261533,0,0.113738471,0.286460259,0.096334489
-1571.530357_-3068.451439,0.180509831,0.364725623,0,0.141471494,0.186658107,0.126634944
-1571.530357_-3168.451439,0,0.90262934,0,0,0,0.09737066
-1571.530357_-3268.451439,0.083779975,0.135396483,0.255806878,0,0.275727393,0.249289272
-1571.530357_-3368.451439,0.121681382,0.495712104,0,0,0.230974651,0.151631863
-1571.530357_-3468.451439,0.103575038,0.459489406,0,0,0,0.436935556
-1571.530357_-3568.451439,0,0.558351049,0,0,0,0.441648951
-1571.530357_-3668.451439,0.050182222,0.195726112,0,0,0.611119831,0.142971835
-1571.530357_-3768.451439,0.062091863,0,0.388774447,0,0.444905629,0.104228061
-1571.530357_-3868.451439,0,0.157365606,0,0.220002488,0.622631906,0
-1671.530357_-2368.451439,0,0.07030874,0,0.166487791,0.763203468,0
-1671.530357_-2468.451439,0.317150372,0.173007228,0,0,0.509842399,0
-1671.530357_-2568.451439,0.737750339,0,0,0.160312305,0,0.101937355
-1671.530357_-2668.451439,0.356526477,0.090967753,0.117531339,0,0.266070573,0.168903857
-1671.530357_-2768.451439,0.506134406,0.25458756,0,0.239278035,0,0
-1671.530357_-2868.451439,0.516350996,0.204455629,0.210853617,0,0.068339758,0
-1671.530357_-2968.451439,0.342904729,0.21945428,0,0.21959687,0.150268378,0.067775743
-1671.530357_-3068.451439,0.338732555,0.248390918,0,0,0.072348934,0.340527593
-1671.530357_-3168.451439,0.267636331,0.275884545,0.145126219,0,0.193470186,0.11788272
-1671.530357_-3268.451439,0.164628811,0.293144526,0.163097375,0.16009055,0.219038738,0
-1671.530357_-3368.451439,0.193552572,0.301659338,0,0,0.429758318,0.075029773
-1671.530357_-3468.451439,0.109422573,0.215603417,0,0.133171701,0.358862811,0.182939498
-1671.530357_-3568.451439,0.26272575,0,0,0,0,0.73727425
-1671.530357_-3668.451439,0.134816843,0.177532592,0,0,0.450787498,0.236863067
-1671.530357_-3768.451439,0.136467264,0.323561621,0,0,0.485002234,0.054968881
-1671.530357_-3868.451439,0,0.483813244,0,0,0.516186756,0
-1771.530357_-2368.451439,0,0.09444431,0,0,0.90555569,0
-1771.530357_-2468.451439,0.129733197,0,0,0,0.790945566,0.079321237
-1771.530357_-2568.451439,0.540392493,0.152216502,0,0.111256083,0,0.196134922
-1771.530357_-2668.451439,0.490843988,0,0,0.15910465,0,0.350051362
-1771.530357_-2768.451439,0.148548067,0.468853284,0,0.19835748,0.082471386,0.101769783
-1771.530357_-2868.451439,0.267876166,0,0,0.291229761,0.251164365,0.189729708
-1771.530357_-2968.451439,0.250892005,0.334510516,0,0.138172056,0,0.276425424
-1771.530357_-3068.451439,0.1692558,0.522980487,0,0,0.307763712,0
-1771.530357_-3168.451439,0.093276126,0.546080336,0,0,0.12510398,0.235539557
-1771.530357_-3268.451439,0.096287583,0.069302332,0,0.268553505,0.447815131,0.118041449
-1771.530357_-3368.451439,0.153380463,0.658111431,0,0,0,0.188508106
-1771.530357_-3468.451439,0.21342959,0.212383733,0,0.096719731,0.158101683,0.319365264
-1771.530357_-3568.451439,0.338768705,0,0.077757801,0.063617842,0,0.519855652
-1771.530357_-3668.451439,0,0.465991569,0,0.126273214,0.154824191,0.252911026
-1771.530357_-3768.451439,0.18286304,0.215102377,0,0.241923028,0.309210884,0.050900671
-1771.530357_-3868.451439,0,0.122401194,0.133981803,0.743617002,0,0
-1871.530357_-2368.451439,0,0,0,0,1,0
-1871.530357_-2468.451439,0,0,0,0,1,0
-1871.530357_-2568.451439,0.281200443,0.143383197,0,0.447672731,0.127743629,0
-1871.530357_-2668.451439,0.553674978,0.107037508,0.133134872,0,0.05759197,0.148560672
-1871.530357_-2768.451439,0.421279485,0,0,0.235924609,0.160101102,0.182694804
-1871.530357_-2868.451439,0.304338604,0,0,0.389208244,0.201371298,0.105081854
-1871.530357_-2968.451439,0.21333668,0,0.129943816,0,0.427930011,0.228789494
-1871.530357_-3068.451439,0.069166213,0.689012881,0,0,0.156804533,0.085016372
-1871.530357_-3168.451439,0.101616643,0.149830118,0.150808245,0,0.401229172,0.196515822
-1871.530357_-3268.451439,0.492609158,0.108029416,0,0,0,0.399361426
-1871.530357_-3368.451439,0.186459144,0.117689903,0,0.287257261,0.139023714,0.269569977
-1871.530357_-3468.451439,0.268111698,0.165903747,0,0,0.135880471,0.430104084
-1871.530357_-3568.451439,0.380719796,0,0,0.113924146,0.134875695,0.370480363
-1871.530357_-3668.451439,0.068843777,0.399489781,0.101305051,0,0.085957851,0.34440354
-1871.530357_-3768.451439,0.408083107,0,0,0,0.403028198,0.188888695
-1871.530357_-3868.451439,0.164278302,0.118448651,0.401875356,0,0.315397691,0
-1971.530357_-2368.451439,0,0,0,0,1,0
-1971.530357_-2468.451439,0,0,0,0,1,0
-1971.530357_-2568.451439,0.367252002,0.063203792,0,0.394794993,0.073553413,0.101195801
-1971.530357_-2668.451439,0.13718919,0.468739534,0,0,0.224229867,0.169841409
-1971.530357_-2768.451439,0.22985653,0.279915887,0.061791024,0.05551072,0.239472165,0.133453675
-1971.530357_-2868.451439,0.310041015,0.442301567,0,0,0,0.247657418
-1971.530357_-2968.451439,0.343316049,0,0,0.317067667,0.129832924,0.20978336
-1971.530357_-3068.451439,0.409595995,0.228532033,0,0,0,0.361871972
-1971.530357_-3168.451439,0.363399469,0.079511712,0,0.111241135,0.076364126,0.369483558
-1971.530357_-3268.451439,0.467308135,0,0,0.133100927,0.068307178,0.331283761
-1971.530357_-3368.451439,0.310923114,0,0,0,0.259343134,0.429733752
-1971.530357_-3468.451439,0.279582322,0.183740465,0,0,0.07137769,0.465299523
-1971.530357_-3568.451439,0.420193023,0,0,0,0,0.579806977
-1971.530357_-3668.451439,0.191759022,0.382542296,0,0,0.100414378,0.325284304
-1971.530357_-3768.451439,0.161736405,0.720466565,0,0.11779703,0,0
-1971.530357_-3868.451439,0,0.882685207,0,0.117314793,0,0
-2071.530357_-2368.451439,0,0.079196455,0,0,0.920803545,0
-2071.530357_-2468.451439,0,0.067452077,0,0,0.932547923,0
-2071.530357_-2568.451439,0.093884781,0.111174816,0.087052357,0,0.707888046,0
-2071.530357_-2668.451439,0.367523613,0.320896436,0.119990512,0,0,0.191589439
-2071.530357_-2768.451439,0.399426081,0.123449314,0,0,0,0.477124605
-2071.530357_-2868.451439,0.353724646,0,0,0.411714714,0,0.23456064
-2071.530357_-2968.451439,0.195720229,0.138072772,0.118943804,0,0.322514654,0.224748541
-2071.530357_-3068.451439,0.421743798,0,0.248632309,0,0.055670564,0.273953329
-2071.530357_-3168.451439,0.351038052,0.074100431,0.126515202,0,0.120207311,0.328139004
-2071.530357_-3268.451439,0.435248833,0.080423828,0.061706332,0.137308973,0,0.285312034
-2071.530357_-3368.451439,0.323200233,0,0,0.052496738,0.07304903,0.551253998
-2071.530357_-3468.451439,0.483515334,0.141766925,0,0,0,0.37471774
-2071.530357_-3568.451439,0.384253117,0.170024051,0,0,0,0.445722832
-2071.530357_-3668.451439,0.480711776,0,0,0,0,0.519288224
-2071.530357_-3768.451439,0.469579625,0.054257842,0.075453526,0,0.162595079,0.238113928
-2071.530357_-3868.451439,0.183107609,0.675641617,0.141250775,0,0,0
-2171.530357_-2368.451439,0,0.06286013,0,0.076073481,0.86106639,0
-2171.530357_-2468.451439,0,0,0,0,1,0
-2171.530357_-2568.451439,0,0.091716282,0,0,0.908283718,0
-2171.530357_-2668.451439,0.365985338,0.393721462,0,0,0,0.2402932
-2171.530357_-2768.451439,0.396971563,0.132848945,0,0.132283751,0.071866365,0.266029375
-2171.530357_-2868.451439,0.369829648,0.253544947,0.082190043,0,0,0.294435362
-2171.530357_-2968.451439,0.46368193,0,0,0,0,0.53631807
-2171.530357_-3068.451439,0.544606949,0,0,0.12288696,0,0.332506091
-2171.530357_-3168.451439,0.431142024,0,0,0,0.148334849,0.420523128
-2171.530357_-3268.451439,0.395712037,0,0,0,0,0.604287963
-2171.530357_-3368.451439,0.348810807,0,0.056018582,0,0,0.595170611
-2171.530357_-3468.451439,0.335416928,0.056212006,0,0,0,0.608371065
-2171.530357_-3568.451439,0.42456357,0.168068805,0,0,0,0.407367625
-2171.530357_-3668.451439,0.189055506,0.471051852,0,0.171339238,0,0.168553403
-2171.530357_-3768.451439,0,0.894739167,0.105260833,0,0,0
-2271.530357_-2368.451439,0,0,0,0,1,0
-2271.530357_-2468.451439,0,0,0,0,1,0
-2271.530357_-2568.451439,0,0.113955755,0,0,0.886044245,0
-2271.530357_-2668.451439,0.458751033,0.321922509,0,0,0,0.219326459
-2271.530357_-2768.451439,0.443236007,0,0,0.099786977,0.238892325,0.218084691
-2271.530357_-2868.451439,0.50056183,0,0,0,0.113445076,0.385993094
-2271.530357_-2968.451439,0.452842033,0.172863102,0.112061231,0,0,0.262233634
-2271.530357_-3068.451439,0.320153419,0.200276461,0,0.066455788,0,0.413114332
-2271.530357_-3168.451439,0.325512022,0.239188399,0.080258026,0,0.058587661,0.296453891
-2271.530357_-3268.451439,0.285181757,0.061750758,0,0,0.182753105,0.470314379
-2271.530357_-3368.451439,0.278049341,0,0,0.066552039,0.090665166,0.564733454
-2271.530357_-3468.451439,0.352604811,0.070158957,0,0,0,0.577236231
-2271.530357_-3568.451439,0.456481742,0,0,0,0,0.543518258
-2271.530357_-3668.451439,0.24624651,0.205110387,0,0.151342827,0,0.397300276
-2271.530357_-3768.451439,0,0.369206656,0.080026798,0.403549365,0.060265828,0.086951353
-2271.530357_-3868.451439,0,0.599752201,0.073841427,0.326406372,0,0
-2371.530357_-2368.451439,0,0,0,0,1,0
-2371.530357_-2468.451439,0,0,0,0,1,0
-2371.530357_-2568.451439,0,0.1204223,0.056658379,0,0.822919321,0
-2371.530357_-2668.451439,0.156375045,0.391745411,0,0.087758457,0.308171881,0.055949205
-2371.530357_-2768.451439,0.274524042,0.32477071,0,0,0.211986321,0.188718927
-2371.530357_-2868.451439,0.318837649,0,0.067327268,0.058367647,0.222601255,0.332866181
-2371.530357_-2968.451439,0.151170903,0.280344992,0,0.199788128,0.080219382,0.288476595
-2371.530357_-3068.451439,0.451154893,0,0,0.235011235,0,0.313833872
-2371.530357_-3168.451439,0.16164685,0.495139087,0,0,0.164319209,0.178894854
-2371.530357_-3268.451439,0.440242713,0,0,0.231929564,0.182670414,0.145157309
-2371.530357_-3368.451439,0.331849273,0,0,0,0.233356672,0.434794055
-2371.530357_-3468.451439,0.423429252,0.093311635,0,0,0,0.483259113
-2371.530357_-3568.451439,0.26232902,0,0,0.116154355,0.117449314,0.50406731
-2371.530357_-3668.451439,0.235131673,0.10603714,0,0.072021573,0,0.586809614
-2371.530357_-3768.451439,0.369127749,0.313249659,0,0,0,0.317622591
-2371.530357_-3868.451439,0,0.348570223,0,0.651429777,0,0
-2471.530357_-2368.451439,0,0,0,0,1,0
-2471.530357_-2468.451439,0,0,0,0,1,0
-2471.530357_-2568.451439,0,0,0,0,1,0
-2471.530357_-2668.451439,0.328307385,0.434821681,0,0.122146512,0,0.114724421
-2471.530357_-2768.451439,0.24847394,0.374489921,0.159414791,0,0.071366459,0.14625489
-2471.530357_-2868.451439,0.20517233,0.210264544,0,0.201713207,0.201215212,0.181634707
-2471.530357_-2968.451439,0.350128065,0,0,0.062029323,0.22993368,0.357908931
-2471.530357_-3068.451439,0.138027067,0.060408233,0.223075311,0,0.248289189,0.3302002
-2471.530357_-3168.451439,0.208324386,0.100726277,0,0.177681216,0.092873101,0.42039502
-2471.530357_-3268.451439,0.085545186,0.31899353,0.291537601,0,0.213254666,0.090669017
-2471.530357_-3368.451439,0.312259735,0,0,0,0.506799984,0.180940281
-2471.530357_-3468.451439,0.200659871,0.149669106,0.152595405,0,0.194350324,0.302725294
-2471.530357_-3568.451439,0.246162058,0.085812792,0,0,0.134959335,0.533065815
-2471.530357_-3668.451439,0.187959977,0.242208741,0,0,0.054297956,0.515533326
-2471.530357_-3768.451439,0.064674254,0.323197028,0,0.123705047,0.151874189,0.336549482
-2471.530357_-3868.451439,0,0.4144353,0,0.5855647,0,0
-2571.530357_-2368.451439,0,0,0,0.085392871,0.914607129,0
-2571.530357_-2468.451439,0,0,0,0,1,0
-2571.530357_-2568.451439,0,0.109885615,0,0,0.890114385,0
-2571.530357_-2668.451439,0.437144589,0.107513799,0.071103401,0.099942493,0.068256989,0.216038729
-2571.530357_-2768.451439,0.417960078,0.152230018,0,0,0.274454125,0.155355779
-2571.530357_-2868.451439,0.092823982,0.430439369,0.10133235,0,0.276101819,0.09930248
-2571.530357_-2968.451439,0.362829184,0,0,0,0.205275189,0.431895627
-2571.530357_-3068.451439,0.151102546,0.167777433,0.132446501,0.205446481,0.218004996,0.125222043
-2571.530357_-3168.451439,0.244168061,0.366215931,0,0.265587997,0,0.12402801
-2571.530357_-3268.451439,0.050305898,0.361095444,0.075295148,0.195698344,0.197936428,0.119668738
-2571.530357_-3368.451439,0.334276804,0.053896739,0,0.434222729,0,0.177603728
-2571.530357_-3468.451439,0.221726602,0.553677896,0,0,0,0.224595502
-2571.530357_-3568.451439,0.071415115,0.334730917,0,0.108097548,0.233904557,0.251851863
-2571.530357_-3668.451439,0.225377852,0.146532213,0,0,0.192343536,0.435746399
-2571.530357_-3768.451439,0.083591948,0.362669591,0,0,0.279432668,0.274305793
-2571.530357_-3868.451439,0,0,0.248406952,0.579958351,0.171634698,0
-2671.530357_-2368.451439,0,0,0.090919568,0.064798768,0.844281664,0
-2671.530357_-2468.451439,0,0,0,0,1,0
-2671.530357_-2568.451439,0,0,0.071375805,0,0.928624195,0
-2671.530357_-2668.451439,0.306929982,0.210761641,0,0.372585508,0,0.109722869
-2671.530357_-2768.451439,0.422258693,0.29308431,0,0,0,0.284656996
-2671.530357_-2868.451439,0.364426894,0.360958725,0,0.106889687,0,0.167724695
-2671.530357_-2968.451439,0.249898714,0.509495964,0.090525772,0,0,0.150079551
-2671.530357_-3068.451439,0.115663669,0.089903651,0,0,0.533417954,0.261014726
-2671.530357_-3168.451439,0,0.477603761,0,0,0.329774258,0.192621981
-2671.530357_-3268.451439,0,0.31582817,0.094530859,0.125013388,0.35740023,0.107227353
-2671.530357_-3368.451439,0.104851588,0,0,0.703003985,0,0.192144426
-2671.530357_-3468.451439,0.09934653,0.282471418,0,0.07540552,0.428101634,0.114674898
-2671.530357_-3568.451439,0.297757223,0,0,0.151363525,0,0.550879252
-2671.530357_-3668.451439,0.08835056,0.151697036,0.168955397,0,0,0.590997007
-2671.530357_-3768.451439,0,0.189314919,0,0.194316574,0.374043261,0.242325247
-2671.530357_-3868.451439,0.10382171,0.217293597,0.149578002,0.077319389,0.31121543,0.140771872
-2771.530357_-2368.451439,0,0.054236732,0,0,0.945763268,0
-2771.530357_-2468.451439,0,0,0,0.082949672,0.917050328,0
-2771.530357_-2568.451439,0,0.072080035,0.129315313,0,0.798604652,0
-2771.530357_-2668.451439,0.216828508,0.390666216,0.08104491,0.22629829,0.085162076,0
-2771.530357_-2768.451439,0.172363125,0.473345047,0.061763054,0.171218467,0.121310308,0
-2771.530357_-2868.451439,0.240850836,0.484474783,0,0.063912032,0.21076235,0
-2771.530357_-2968.451439,0.298710174,0,0,0.249446121,0.366180154,0.085663551
-2771.530357_-3068.451439,0.213312495,0.30919147,0.204121038,0,0.087144593,0.186230404
-2771.530357_-3168.451439,0,0.250473861,0.193814073,0.275471386,0.28024068,0
-2771.530357_-3268.451439,0,0.687029904,0.15187141,0,0,0.161098686
-2771.530357_-3368.451439,0.115585866,0,0,0.096008487,0.613582189,0.174823459
-2771.530357_-3468.451439,0.09363831,0,0,0.11279692,0.452005077,0.341559693
-2771.530357_-3568.451439,0.080658962,0.23192485,0,0.152817648,0.369617374,0.164981167
-2771.530357_-3668.451439,0.144624231,0.092529201,0,0.119152555,0.521908202,0.121785812
-2771.530357_-3768.451439,0.234737547,0.104168881,0.08936326,0,0.255458306,0.316272007
-2771.530357_-3868.451439,0,0.165159913,0,0,0.523519693,0.311320393
-2871.530357_-2368.451439,0,0,0.083358693,0,0.829835071,0.086806236
-2871.530357_-2468.451439,0,0.061834839,0.088861691,0.052902086,0.727975886,0.068425498
-2871.530357_-2568.451439,0,0.058246593,0.122616603,0.136433198,0.682703607,0
-2871.530357_-2668.451439,0.392394593,0.533500574,0,0,0,0.074104834
-2871.530357_-2768.451439,0.487916742,0.32052367,0.060199567,0,0,0.131360022
-2871.530357_-2868.451439,0.387544512,0,0,0.092585441,0.420777355,0.099092692
-2871.530357_-2968.451439,0.539925582,0,0,0.097863287,0.264098357,0.098112773
-2871.530357_-3068.451439,0.224753084,0.148363318,0.092411879,0,0.442657992,0.091813726
-2871.530357_-3168.451439,0,0.346166707,0,0.311934063,0.290355006,0.051544225
-2871.530357_-3268.451439,0,0.536994702,0,0,0.212800266,0.250205033
-2871.530357_-3368.451439,0,0.449673317,0,0,0.411717677,0.138609006
-2871.530357_-3468.451439,0.155568591,0.237207773,0,0,0.359382812,0.247840824
-2871.530357_-3568.451439,0.074677633,0,0,0.118602854,0.639436725,0.167282788
-2871.530357_-3668.451439,0,0.15080094,0,0,0.763026505,0.086172555
-2871.530357_-3768.451439,0,0.363971468,0,0.102888536,0.533139997,0
-2871.530357_-3868.451439,0,0.366423624,0,0,0.541520633,0.092055743
-2971.530357_-2368.451439,0,0.31876416,0.185291302,0,0.338485204,0.157459334
-2971.530357_-2468.451439,0,0,0.064891517,0,0.935108483,0
-2971.530357_-2568.451439,0.105426968,0.100979223,0.13068907,0.11169873,0.551206009,0
-2971.530357_-2668.451439,0.42548951,0,0,0.57451049,0,0
-2971.530357_-2768.451439,0.705232046,0,0,0.294767954,0,0
-2971.530357_-2868.451439,0.227676761,0,0,0.52154904,0.250774199,0
-2971.530357_-2968.451439,0.220494652,0.44509922,0,0.155171092,0.179235036,0
-2971.530357_-3068.451439,0.263498618,0.493562959,0.065315338,0.177623086,0,0
-2971.530357_-3168.451439,0.179358015,0.302429935,0,0,0.294732335,0.223479716
-2971.530357_-3268.451439,0,0.521157788,0,0,0.376446143,0.10239607
-2971.530357_-3368.451439,0,0,0,0.137556549,0.618934585,0.243508865
-2971.530357_-3468.451439,0.054845403,0.130515339,0,0.185334192,0.359117948,0.270187117
-2971.530357_-3568.451439,0,0.513767488,0,0,0.24882678,0.237405732
-2971.530357_-3668.451439,0,0,0,0.557694982,0.286439533,0.155865484
-2971.530357_-3768.451439,0,0.308987146,0,0.201797064,0.48921579,0
-2971.530357_-3868.451439,0,0.768313801,0,0,0.231686199,0
1081.2491028_-1097.509028,0.056797449,0.389318068,0.094660568,0,0.28229286,0.176931055
1081.2491028_-197.509028,0.367651512,0.311402008,0,0,0.254569566,0.066376914
1081.2491028_-297.509028,0.320369667,0.452470623,0,0,0.227159709,0
1081.2491028_-397.509028,0.081964119,0.112226907,0,0,0.704325239,0.101483735
1081.2491028_-497.509028,0.091465786,0.333935709,0,0,0.379042745,0.19555576
1081.2491028_-597.509028,0.072198208,0.336201648,0,0.148535668,0.350535925,0.092528551
1081.2491028_-697.509028,0.071445139,0.125663856,0.227400514,0.099231634,0.476258857,0
1081.2491028_-797.509028,0,0.185932497,0.283492311,0,0.530575193,0
1081.2491028_-897.509028,0,0.15142022,0,0.095100273,0.753479507,0
1081.2491028_-97.5090279999999,0.562612382,0,0.085493239,0,0.351894378,0
1081.2491028_-997.509028,0,0.222940201,0.150637384,0.44192257,0.184499846,0
1081.2491028_102.490972,0.421005975,0.109032302,0,0.207253013,0.135878836,0.126829875
1081.2491028_2.49097200000006,0.573455505,0,0,0.232575639,0.143290236,0.05067862
1081.2491028_202.490972,0,0,0,0,1,0
1081.2491028_302.490972,0,0,0,0.06524767,0.93475233,0
1081.2491028_402.490972,0,0,0,0,1,0
1181.2491028_-1097.509028,0,0.45428433,0,0.213463753,0.332251917,0
1181.2491028_-197.509028,0.340362689,0.435989475,0,0.16323699,0,0.060410846
1181.2491028_-297.509028,0.117196985,0,0,0.45373389,0.250423205,0.178645921
