,Astrocyte,Endothelial,Excitatory,Inhibitory,Microglia,OD,res_ss
-1871.530357_-3368.451439,0.218323362,0.153258645,0.144700191,0.22061057,0.087566016,0.175541216,0
-1871.530357_-3468.451439,0.183668457,0.161627573,0.205396333,0.182738011,0.075690788,0.190878838,0
-1871.530357_-3568.451439,0.190791827,0.146641708,0.163672627,0.26430984,0.019643125,0.214940872,0
-1871.530357_-3668.451439,0.17796427,0.204575797,0.16059507,0.165589229,0.114410107,0.176865527,0
-1871.530357_-3768.451439,0.455459644,0.062769525,0.069395661,0.099993778,0.204219672,0.108161721,0
-1871.530357_-3868.451439,0.592202724,0.133269616,0.0482324,0.002956487,0.190082191,0.033256583,0
-1971.530357_-2368.451439,0.069037793,0.010677975,0.008128793,0.036826558,0.150950499,0.724378382,0
-1971.530357_-2468.451439,0.058823614,0.008008658,0.022037748,0.026846739,0.121122668,0.763160573,0
-1971.530357_-2568.451439,0.410440706,0.131156439,0.088727369,0.122764723,0.170721006,0.076189756,0
-1971.530357_-2668.451439,0.196662413,0.269585268,0.068993079,0.170174205,0.191125524,0.103459511,0
-1971.530357_-2768.451439,0.204977408,0.235104995,0.110999652,0.213806273,0.09354179,0.141569882,0
-1971.530357_-2868.451439,0.160431424,0.243778556,0.135491649,0.23770219,0.16528494,0.057311241,0
-1971.530357_-2968.451439,0.219579167,0.119542979,0.171832602,0.244822473,0.070914577,0.173308202,0
-1971.530357_-3068.451439,0.184525185,0.197129263,0.186942014,0.232786002,0.132790247,0.065827289,0
-1971.530357_-3168.451439,0.22003911,0.140279255,0.195233712,0.191488436,0.147034732,0.105924754,0
-1971.530357_-3268.451439,0.320853246,0.11642103,0.161369082,0.191960823,0.13563776,0.073758059,0
-1971.530357_-3368.451439,0.221533902,0.119941444,0.130218079,0.189543978,0.183973112,0.154789485,0
-1971.530357_-3468.451439,0.25537363,0.140977036,0.126684213,0.13316036,0.187082321,0.15672244,0
-1971.530357_-3568.451439,0.244578936,0.109119424,0.168314873,0.157695129,0.218410516,0.101881122,0
-1971.530357_-3668.451439,0.203982313,0.264704309,0.128348013,0.182840464,0.113551003,0.106573898,0
-1971.530357_-3768.451439,0.389638961,0.296055754,0.073739039,0.071079523,0.091022227,0.078464497,0
-1971.530357_-3868.451439,0.400495512,0.216278072,0.068487183,0.0896522,0.183433858,0.041653175,0
-2071.530357_-2368.451439,0.124737776,0.048310374,0.015671493,0.036755422,0.177014317,0.597510618,0
-2071.530357_-2468.451439,0.055120983,0.04994757,0.009638478,0.054423137,0.292678425,0.538191406,0
-2071.530357_-2568.451439,0.137889584,0.163515903,0.043605434,0.104465054,0.182578559,0.367945466,0
-2071.530357_-2668.451439,0.218756617,0.221832362,0.127158895,0.20810136,0.1496098,0.074540965,0
-2071.530357_-2768.451439,0.257065228,0.182381204,0.124369807,0.244308611,0.091325864,0.100549286,0
-2071.530357_-2868.451439,0.349297047,0.125890291,0.130916659,0.188125964,0.085637001,0.120133039,0
-2071.530357_-2968.451439,0.279351877,0.148080397,0.143433697,0.159143401,0.137038911,0.132951718,0
-2071.530357_-3068.451439,0.346743668,0.09851487,0.169451893,0.193469743,0.10048105,0.091338777,0
-2071.530357_-3168.451439,0.224874898,0.136052624,0.197350722,0.199331583,0.094384372,0.148005802,0
-2071.530357_-3268.451439,0.303268773,0.16376083,0.162323888,0.17859153,0.085420334,0.106634646,0
-2071.530357_-3368.451439,0.205758659,0.107732969,0.145035755,0.157287442,0.210332481,0.173852694,0
-2071.530357_-3468.451439,0.303163911,0.146938241,0.141473413,0.155922601,0.151834425,0.10066741,0
-2071.530357_-3568.451439,0.326121178,0.119945591,0.151542421,0.166094526,0.11880435,0.117491935,0
-2071.530357_-3668.451439,0.41168676,0.088171667,0.15483986,0.141692018,0.121015689,0.082594008,0
-2071.530357_-3768.451439,0.477314491,0.100461511,0.050052114,0.089432074,0.122500627,0.160239183,0
-2071.530357_-3868.451439,0.091673636,0.237838815,0.168244621,0.091950438,0.205417216,0.204875273,0
-2171.530357_-2368.451439,0.131579363,0.068331213,0.031571761,0.026371392,0.09176786,0.650378412,0
-2171.530357_-2468.451439,0.081670865,0.05156619,0.033803835,0.029720685,0.09391381,0.709324615,0
-2171.530357_-2568.451439,0.148544511,0.086987548,0.024500959,0.046173188,0.141894345,0.551899449,0
-2171.530357_-2668.451439,0.247665953,0.208432865,0.079973356,0.155927062,0.260099101,0.047901664,0
-2171.530357_-2768.451439,0.394972536,0.132653972,0.113349613,0.148186558,0.142250306,0.068587015,0
-2171.530357_-2868.451439,0.242416327,0.130513348,0.15610262,0.16295004,0.272995066,0.035022599,0
-2171.530357_-2968.451439,0.25012623,0.077377655,0.146926313,0.184929822,0.229664695,0.110975285,0
-2171.530357_-3068.451439,0.295973772,0.052718564,0.139070184,0.168294164,0.259991897,0.083951419,0
-2171.530357_-3168.451439,0.261100505,0.096850615,0.107946013,0.15166706,0.268550775,0.113885032,0
-2171.530357_-3268.451439,0.337501634,0.056883954,0.144358833,0.174492002,0.176227522,0.110536054,0
-2171.530357_-3368.451439,0.249776112,0.095265233,0.10577708,0.144516447,0.24145107,0.163214059,0
-2171.530357_-3468.451439,0.197862072,0.073869826,0.074429622,0.147312933,0.394832951,0.111692596,0
-2171.530357_-3568.451439,0.148367974,0.070834036,0.100243682,0.18425984,0.390341238,0.105953229,0
-2171.530357_-3668.451439,0.238529632,0.135697937,0.056837783,0.062981458,0.394853531,0.111099658,0
-2171.530357_-3768.451439,0.186237896,0.589282175,0.040337711,0.02546019,0.141105276,0.017576752,0
-2271.530357_-2368.451439,0.072480667,0.057922974,0.011615242,0.016407995,0.115717753,0.725855369,0
-2271.530357_-2468.451439,0.058942869,0,0.022268361,0.048895888,0.150217083,0.719675799,1.29E-34
-2271.530357_-2568.451439,0.038288909,0.06147122,1.23E-17,0.042451829,0.322264776,0.535523267,0
-2271.530357_-2668.451439,0.283023741,0.221344681,0.164253695,0.208277061,0.044662018,0.078438804,0
-2271.530357_-2768.451439,0.225865462,0.088460948,0.148339804,0.171893014,0.25656349,0.108877283,0
-2271.530357_-2868.451439,0.34135224,0.08771039,0.121093999,0.182426325,0.169502212,0.097914833,0
-2271.530357_-2968.451439,0.198495086,0.133636596,0.103841501,0.167068293,0.288399387,0.108559137,0
-2271.530357_-3068.451439,0.329612761,0.139094928,0.093493245,0.14779252,0.22741565,0.062590897,0
-2271.530357_-3168.451439,0.226927919,0.169629189,0.118035647,0.161119554,0.187585245,0.136702446,0
-2271.530357_-3268.451439,0.224522531,0.105835998,0.178313393,0.173662253,0.074153028,0.243512796,0
-2271.530357_-3368.451439,0.299030453,0.054042688,0.154958788,0.134004109,0.198527407,0.159436555,0
-2271.530357_-3468.451439,0.239472301,0.074942962,0.168788734,0.136221728,0.231073963,0.149500312,0
-2271.530357_-3568.451439,0.279758598,0.042433286,0.159457131,0.146795182,0.224643168,0.146912635,0
-2271.530357_-3668.451439,0.272583976,0.163355127,0.138378932,0.155211604,0.174972521,0.09549784,0
-2271.530357_-3768.451439,0.483542486,0.189959724,0.039872887,0.043483479,0.191822901,0.051318524,0
-2271.530357_-3868.451439,0.264433056,0.435196416,0.053378354,0.066766277,0.082666584,0.097559314,0
-2371.530357_-2368.451439,0.0765029,0.033111204,0.033638079,0.037049034,0.180626061,0.639072722,0
-2371.530357_-2468.451439,0.07737151,0,0.022257223,0.049623551,0.133407408,0.717340308,2.65E-209
-2371.530357_-2568.451439,0.071056212,0.089255175,0.039805467,0.045361744,0.132337185,0.622184216,0
-2371.530357_-2668.451439,0.304907119,0.201374189,0.090556634,0.098882391,0.183695262,0.120584404,0
-2371.530357_-2768.451439,0.208869039,0.235213416,0.113302467,0.274018663,0.07528658,0.093309835,0
-2371.530357_-2868.451439,0.24169953,0.10193022,0.118830141,0.227903571,0.209222281,0.100414258,0
-2371.530357_-2968.451439,0.250336818,0.172206928,0.126855261,0.166695777,0.192448679,0.091456536,0
-2371.530357_-3068.451439,0.245830903,0.13742642,0.17187196,0.242075009,0.122617414,0.080178294,0
-2371.530357_-3168.451439,0.21052885,0.301124417,0.093250317,0.146957881,0.139145313,0.108993222,0
-2371.530357_-3268.451439,0.257844193,0.116154774,0.093866678,0.163320908,0.219439477,0.14937397,0
-2371.530357_-3368.451439,0.249130338,0.100031194,0.178614747,0.185876573,0.091557395,0.194789752,0
-2371.530357_-3468.451439,0.253012034,0.192817472,0.150636633,0.204067629,0.068799255,0.130666977,0
-2371.530357_-3568.451439,0.284685656,0.089903918,0.14843661,0.143402851,0.126399144,0.207171821,0
-2371.530357_-3668.451439,0.286471918,0.09325517,0.161954232,0.197861648,0.167903096,0.092553936,0
-2371.530357_-3768.451439,0.324486608,0.194511347,0.113588307,0.116701518,0.193913139,0.056799082,0
-2371.530357_-3868.451439,0.10918079,0.487177672,0.080916871,0.041545492,0.157198174,0.123981001,0
-2471.530357_-2368.451439,0.084504721,0.004777081,0.012807969,0.033808739,0.263952767,0.600148723,0
-2471.530357_-2468.451439,0.123631548,0.019122533,0.013471881,0.034404371,0.182950773,0.626418895,0
-2471.530357_-2568.451439,0.04914206,0.024120516,0.009017616,0.037037018,0.131094906,0.749587885,0
-2471.530357_-2668.451439,0.247538567,0.221618146,0.121243578,0.164703275,0.171784948,0.073111486,0
-2471.530357_-2768.451439,0.180087626,0.22253342,0.121907955,0.20815558,0.173603107,0.093712312,0
-2471.530357_-2868.451439,0.241297241,0.183266545,0.131309239,0.197810533,0.111073508,0.135242934,0
-2471.530357_-2968.451439,0.172526413,0.126104842,0.142893493,0.269192273,0.062128208,0.22715477,0
-2471.530357_-3068.451439,0.212665936,0.111835744,0.140900652,0.18253177,0.190540085,0.161525812,0
-2471.530357_-3168.451439,0.179022708,0.149131551,0.180203666,0.25484571,0.077341976,0.159454389,0
-2471.530357_-3268.451439,0.201716419,0.157478906,0.095177328,0.125369345,0.301902586,0.118355417,0
-2471.530357_-3368.451439,0.224970471,0.114844192,0.109306407,0.174852607,0.117838242,0.25818808,0
-2471.530357_-3468.451439,0.283405146,0.095840266,0.100692376,0.118906488,0.239270213,0.16188551,0
-2471.530357_-3568.451439,0.198500984,0.173749809,0.136848689,0.177420531,0.059499148,0.25398084,0
-2471.530357_-3668.451439,0.231656579,0.170124664,0.175341617,0.175463804,0.089764942,0.157648393,0
-2471.530357_-3768.451439,0.283514512,0.193060328,0.097506095,0.153672012,0.147218196,0.125028858,0
-2471.530357_-3868.451439,0.405233778,0.250881044,0.060666841,0.029288374,0.176922448,0.077007516,0
-2571.530357_-2368.451439,0.121229414,0.047301212,0.00937073,0.048820648,0.229203135,0.54407486,0
-2571.530357_-2468.451439,0.072161356,0.00432068,0.001158661,0.045154926,0.127310211,0.749894166,0
-2571.530357_-2568.451439,0.05800312,0.089346772,0.018958635,0.036533694,0.19202634,0.605131439,0
-2571.530357_-2668.451439,0.270663201,0.105591341,0.148655396,0.169499142,0.225592831,0.079998088,0
-2571.530357_-2768.451439,0.172611767,0.174245296,0.143417645,0.181676712,0.206912195,0.121136385,0
-2571.530357_-2868.451439,0.190704058,0.273681442,0.080886714,0.147036282,0.163307785,0.144383718,0
-2571.530357_-2968.451439,0.20235384,0.080757413,0.167996382,0.226743852,0.21387655,0.108271963,0
-2571.530357_-3068.451439,0.201058688,0.17351361,0.131840602,0.148120544,0.171053857,0.174412699,0
-2571.530357_-3168.451439,0.293806232,0.223406761,0.139886692,0.203599955,0.098781415,0.040518945,0
-2571.530357_-3268.451439,0.258832888,0.210789312,0.109156492,0.132720349,0.190474188,0.098026771,0
-2571.530357_-3368.451439,0.360556969,0.122735016,0.148574102,0.139336765,0.136656673,0.092140475,0
-2571.530357_-3468.451439,0.130605158,0.292608424,0.157560134,0.239050835,5.44E-17,0.18017545,0
-2571.530357_-3568.451439,0.19290209,0.261995491,0.12815987,0.145764071,0.064369567,0.206808911,0
-2571.530357_-3668.451439,0.25315589,0.095468548,0.120190776,0.180117639,0.199974589,0.151092557,0
-2571.530357_-3768.451439,0.267737695,0.144840628,0.090105519,0.128709793,0.256407598,0.112198767,0
-2571.530357_-3868.451439,0.389148681,0.114377872,0.119757065,0.08482832,0.056907738,0.234980324,0
-2671.530357_-2368.451439,0.064124994,0.052521652,0.027764171,0.056375973,0.120199137,0.679014073,0
-2671.530357_-2468.451439,0.053144426,0.047769558,0.01738843,0.030763173,0.033697252,0.817237161,0
-2671.530357_-2568.451439,0.090155911,0.006272514,0.024181705,0.040223832,0.115550141,0.723615898,0
-2671.530357_-2668.451439,0.286277596,0.192044052,0.088214817,0.183710676,0.189488286,0.060264573,0
-2671.530357_-2768.451439,0.267064665,0.207428639,0.115447976,0.197128007,0.179228552,0.033702162,0
-2671.530357_-2868.451439,0.244745299,0.204491001,0.113064539,0.214267228,0.177704222,0.045727711,0
-2671.530357_-2968.451439,0.241711176,0.274514803,0.106132715,0.202302518,0.12012516,0.055213627,0
-2671.530357_-3068.451439,0.13825192,0.15474063,0.153758003,0.173969364,0.106381079,0.272899003,0
-2671.530357_-3168.451439,0.174640404,0.180013231,0.092655804,0.155162479,0.255522241,0.14200584,0
-2671.530357_-3268.451439,0.29404836,0.140740712,0.107307693,0.109899792,0.197499689,0.150503755,0
-2671.530357_-3368.451439,0.388153993,0.11416396,0.117214615,0.143262024,0.120950086,0.116255321,0
-2671.530357_-3468.451439,0.162153404,0.172691654,0.113023687,0.160012237,0.130657401,0.261461617,0
-2671.530357_-3568.451439,0.160620304,0.108750397,0.218252066,0.292757381,0.018989841,0.200630011,0
-2671.530357_-3668.451439,0.217870425,0.15071614,0.146849954,0.170804513,0.181172816,0.132586153,0
-2671.530357_-3768.451439,0.319441002,0.115721156,0.106127996,0.109542973,0.226744162,0.122422711,0
-2671.530357_-3868.451439,0.17461478,0.141142741,0.127999011,0.181342605,0.279247893,0.095652969,0
-2771.530357_-2368.451439,0.065842371,0.054257455,0.021763768,0.034028822,0.196977957,0.627129627,0
-2771.530357_-2468.451439,0.104541282,0.029612061,0.062931432,0.032610029,0.044205138,0.726100058,0
-2771.530357_-2568.451439,0.14142587,0.066653554,0.051357094,0.057073492,0.219115944,0.464374046,0
-2771.530357_-2668.451439,0.232131679,0.251714013,0.108695079,0.145223602,0.158839252,0.103396376,0
-2771.530357_-2768.451439,0.152460705,0.297617228,0.073029229,0.163611958,0.166266737,0.147014143,0
-2771.530357_-2868.451439,0.22434502,0.231975772,0.058899293,0.108413341,0.29740417,0.078962405,0
-2771.530357_-2968.451439,0.277208952,0.11254491,0.144205041,0.221555228,0.116305668,0.128180202,0
-2771.530357_-3068.451439,0.193548292,0.215950449,0.139316111,0.226061202,0.140855358,0.084268588,0
-2771.530357_-3168.451439,0.197217827,0.175979833,0.102763598,0.178946362,0.130932973,0.214159407,0
-2771.530357_-3268.451439,0.171071906,0.388334595,0.096043957,0.108660646,0.192158107,0.043730788,0
-2771.530357_-3368.451439,0.215570054,0.061740907,0.133925223,0.143160149,0.149866805,0.295736863,0
-2771.530357_-3468.451439,0.311721268,0.103811813,0.123596319,0.221077553,0.076433748,0.163359299,0
-2771.530357_-3568.451439,0.286950934,0.204182869,0.106781641,0.117957601,0.095140273,0.188986682,0
-2771.530357_-3668.451439,0.247673246,0.067818875,0.108646949,0.121436825,0.205500422,0.248923682,0
-2771.530357_-3768.451439,0.106814855,0.1526756,0.160808268,0.219302692,0.254760175,0.10563841,0
-2771.530357_-3868.451439,0.123688077,0.169874472,0.116620506,0.216233472,0.207991967,0.165591506,0
-2871.530357_-2368.451439,0.093265856,0.01254594,0.147447485,0.071616556,0.099980499,0.575143664,0
-2871.530357_-2468.451439,0.073076807,0.065869953,0.066662242,0.104773073,0.214382484,0.475235441,0
-2871.530357_-2568.451439,0.143826581,0.080350134,0.074850314,0.090246771,0.27473469,0.33599151,0
-2871.530357_-2668.451439,0.283603266,0.192744988,0.154638468,0.128955251,0.212476936,0.02758109,0
-2871.530357_-2768.451439,0.179978256,0.192395999,0.19672688,0.202437458,0.185363396,0.043098012,0
-2871.530357_-2868.451439,0.220407111,0.100794038,0.090602468,0.195285186,0.142946287,0.249964911,0
-2871.530357_-2968.451439,0.272114794,0.146721726,0.092280951,0.193764517,0.198610736,0.096507276,0
-2871.530357_-3068.451439,0.211656486,0.126935514,0.116437608,0.205633073,0.117938446,0.221398873,0
-2871.530357_-3168.451439,0.205547281,0.213139315,0.069683814,0.150119779,0.171531258,0.189978554,0
-2871.530357_-3268.451439,0.247342335,0.248206584,0.084749397,0.150266055,0.10210716,0.167328469,0
-2871.530357_-3368.451439,0.21272248,0.190054285,0.111790916,0.163015904,0.146344867,0.176071549,0
-2871.530357_-3468.451439,0.169744706,0.185634447,0.116518875,0.152443066,0.165357029,0.210301877,0
-2871.530357_-3568.451439,0.088021601,0.071981258,0.09396409,0.172989961,0.314486856,0.258556234,0
-2871.530357_-3668.451439,0.168712494,0.073783042,0.043579926,0.13618307,0.219178221,0.358563245,0
-2871.530357_-3768.451439,0.080205372,0.275444234,0.074416332,0.164596477,0.160515796,0.244821788,0
-2871.530357_-3868.451439,0.124133418,0.193144392,0.114354241,0.156842053,0.22168529,0.189840605,0
-2971.530357_-2368.451439,0.188491917,0.169706382,0.093875882,0.096964644,0.25721024,0.193750935,0
-2971.530357_-2468.451439,0.047744092,0.014128788,0.010483024,0.127304223,0.148002763,0.652337111,0
-2971.530357_-2568.451439,0.175200543,0.11490998,0.150776832,0.147088599,0.153365042,0.258659004,0
-2971.530357_-2668.451439,0.220250214,0.098284533,0.297192095,0.275627253,0.076932236,0.031713669,0
-2971.530357_-2768.451439,0.237775155,0.073200993,0.187779284,0.20983996,0.26713181,0.024272799,0
-2971.530357_-2868.451439,0.326027986,0.134077561,0.103004535,0.177613388,0.105040958,0.154235572,0
-2971.530357_-2968.451439,0.257371969,0.198587329,0.101106471,0.152563087,0.127088718,0.163282427,0
-2971.530357_-3068.451439,0.201528538,0.21840447,0.132578952,0.2000358,0.214177481,0.033274759,0
-2971.530357_-3168.451439,0.181696954,0.162037327,0.124319574,0.274780669,0.143706557,0.113458918,0
-2971.530357_-3268.451439,0.115361163,0.287770328,0.062155236,0.152802654,0.19363684,0.188273779,0
-2971.530357_-3368.451439,0.16762683,0.072759779,0.094279397,0.171780318,0.212030958,0.281522717,0
-2971.530357_-3468.451439,0.220065987,0.17616488,0.149340221,0.198388627,0.062909399,0.193130887,0
-2971.530357_-3568.451439,0.167423467,0.247107997,0.136206096,0.226328829,0.061721307,0.161212305,0
-2971.530357_-3668.451439,0.120949455,0.15231703,0.211570826,0.227675712,0.147552768,0.139934208,0
-2971.530357_-3768.451439,0.126959859,0.186954712,0.09166205,0.167884153,0.206703197,0.219836028,0
-2971.530357_-3868.451439,0.153757454,0.348101862,0.081370781,0.167805037,0.192047336,0.05691753,0
