,Astrocyte,Endothelial,Inhibitory,Microglia,OD,Excitatory,Others_cellf
1334.7852465_-2769.457843,0.11962925,0.00517113,3.71E-05,0.005510291,0.2742172,0.315097,0.28033808
1334.7852465_-2869.457843,0.06309525,0.0562221,0.000293851,0.008150226,0.2975553,0.31887722,0.25580603
1334.7852465_-2969.457843,0.001833741,0.004819248,5.30E-06,0.002609497,0.07625424,0.53467834,0.37979966
1334.7852465_-3069.457843,0.037777033,0.014464617,6.42E-05,0.005316646,0.069232896,0.5016878,0.3714567
1334.7852465_-3169.457843,0.088425316,0.093412876,0.00014759,0.017297005,0.05395546,0.37549588,0.37126583
1334.7852465_-3269.457843,0.003844953,0.020777017,2.44E-05,0.007424254,0.08955806,0.47098657,0.40738478
1334.7852465_-3369.457843,0.001641218,0.014812273,1.99E-05,0.009977737,0.18772785,0.35368255,0.4321384
1334.7852465_-3469.457843,0.001694184,0.024795959,1.28E-05,0.010374024,0.12958956,0.45998544,0.37354797
1334.7852465_-3569.457843,0.000595598,0.010727136,1.87E-05,0.009576795,0.17283614,0.40814975,0.39809582
1334.7852465_-3669.457843,0.006092435,0.02616705,1.04E-05,0.002005126,0.11260861,0.501206,0.3519104
1334.7852465_-3769.457843,0.003481982,0.015503745,1.74E-05,0.004946091,0.1755362,0.40741542,0.3930991
1334.7852465_-3869.457843,0.005152759,0.009442943,2.48E-05,0.011756781,0.2256132,0.33060658,0.41740298
1334.7852465_-3969.457843,0.001434993,0.021244958,1.14E-05,0.007384753,0.21428463,0.30944547,0.4461938
1334.7852465_-4069.457843,0.001827907,0.019575201,1.09E-05,0.006743038,0.22228757,0.3106767,0.4388787
1334.7852465_-4169.457843,0.023505185,0.011525331,4.59E-05,0.005319732,0.16777912,0.3981735,0.39365113
1334.7852465_-4269.457843,0.22874875,0.20033267,1.54E-05,0.003190544,0.12649135,0.17007194,0.27114934
1434.7852465_-2769.457843,0.310204,0.016925963,6.78E-05,0.003696064,0.28259963,0.19210184,0.19440474
1434.7852465_-2869.457843,0.36382636,0.076109454,0.000336165,0.011833934,0.22698106,0.09207451,0.22883855
1434.7852465_-2969.457843,0.015654564,0.011147665,4.33E-05,0.002015714,0.08442079,0.5539131,0.3328049
1434.7852465_-3069.457843,0.007431995,0.025778506,2.16E-05,0.014152964,0.07588244,0.5262395,0.35049298
1434.7852465_-3169.457843,0.039957915,0.062202014,7.90E-05,0.009549637,0.18463553,0.35817188,0.345404
1434.7852465_-3269.457843,0.001392608,0.010145462,8.86E-06,0.00576292,0.14229959,0.44320473,0.39718577
1434.7852465_-3369.457843,0.002020597,0.009702857,3.98E-05,0.003510167,0.18773685,0.4809706,0.31601912
1434.7852465_-3469.457843,0.000698917,0.014537305,1.23E-05,0.009394121,0.21693222,0.36355796,0.39486724
1434.7852465_-3569.457843,0.007591138,0.027202545,4.70E-05,0.008263703,0.078892566,0.50300264,0.37500036
1434.7852465_-3669.457843,0.029721942,0.055039123,4.80E-05,0.002209011,0.09269139,0.51570505,0.30458558
1434.7852465_-3769.457843,0.001539414,0.011167129,2.59E-05,0.00494744,0.14758392,0.40886712,0.42586902
1434.7852465_-3869.457843,0.018178904,0.05347847,4.98E-05,0.004712397,0.16487087,0.3902618,0.36844775
1434.7852465_-3969.457843,0.00561971,0.007918295,6.48E-05,0.003226054,0.12949684,0.38633987,0.46733454
1434.7852465_-4069.457843,0.001726357,0.001960433,3.03E-05,0.000405575,0.0632676,0.64523804,0.28737175
1434.7852465_-4169.457843,0.006814262,0.014971942,9.09E-06,0.00705512,0.13086946,0.45188648,0.3883937
1434.7852465_-4269.457843,0.17953442,0.19119374,3.83E-05,0.010165988,0.17289907,0.15230682,0.29386163
1534.7852465_-2769.457843,0.057171956,0.011935541,0.00023969,0.008765153,0.43890694,0.10695715,0.37602356
1534.7852465_-2869.457843,0.008646895,0.010025036,8.58E-05,0.007160481,0.3582827,0.3182606,0.29753843
1534.7852465_-2969.457843,0.014446043,0.019844968,2.84E-05,0.010457783,0.26197314,0.37544635,0.31780344
1534.7852465_-3069.457843,0.002589287,0.001711169,6.52E-05,0.001498753,0.081966676,0.6087585,0.30341047
1534.7852465_-3169.457843,0.006120598,0.013541704,0.000120855,0.00532925,0.08734146,0.45049852,0.43704754
1534.7852465_-3269.457843,0.004012425,0.021290446,1.21E-05,0.00353843,0.14345135,0.4957506,0.33194458
1534.7852465_-3369.457843,0.008654353,0.015366633,9.67E-05,0.00783515,0.043302808,0.6109427,0.31380168
1534.7852465_-3469.457843,0.001397618,0.009014417,1.63E-05,0.004230084,0.10334369,0.5257642,0.35623366
1534.7852465_-3569.457843,0.001231469,0.00638535,1.31E-05,0.002037133,0.13599545,0.4639701,0.39036745
1534.7852465_-3669.457843,0.001886535,0.018187115,1.13E-05,0.011355222,0.16907807,0.40080822,0.39867347
1534.7852465_-3769.457843,0.002501901,0.021250682,1.77E-05,0.006022211,0.17868875,0.3692478,0.4222709
1534.7852465_-3869.457843,0.008775639,0.014255277,0.000174924,0.005191798,0.06640739,0.46093866,0.4442563
1534.7852465_-3969.457843,0.002297435,0.004999087,1.26E-05,0.003822821,0.14807741,0.43619534,0.40459526
1534.7852465_-4069.457843,0.01769135,0.014453675,1.74E-05,0.00417349,0.09776263,0.47878766,0.3871138
1534.7852465_-4169.457843,0.03756919,0.09054663,1.97E-05,0.012095329,0.13836962,0.36152196,0.3598776
1534.7852465_-4269.457843,0.104780234,0.22157258,6.85E-05,0.0559366,0.1442758,0.110463694,0.36290258
1634.7852465_-2769.457843,0.11626308,0.073837146,0.000110368,0.005689833,0.37786028,0.15069266,0.2755466
1634.7852465_-2869.457843,0.047799166,0.003262865,0.000114388,0.00246543,0.39187005,0.24597336,0.30851477
1634.7852465_-2969.457843,0.0859446,0.0665401,0.000305263,0.004025237,0.29953817,0.29416206,0.24948455
1634.7852465_-3069.457843,0.003040697,0.011213117,1.96E-05,0.006282055,0.11490704,0.4264507,0.4380868
1634.7852465_-3169.457843,0.004450003,0.015983097,1.45E-05,0.008241651,0.08560575,0.55337816,0.3323269
1634.7852465_-3269.457843,0.003490369,0.015051577,1.89E-05,0.012714177,0.09532539,0.50361365,0.36978602
1634.7852465_-3369.457843,0.002668414,0.004729602,1.41E-05,0.003707971,0.08558508,0.56477726,0.33851767
1634.7852465_-3469.457843,0.015060588,0.033111066,7.36E-05,0.011367696,0.07361301,0.45797664,0.4087973
1634.7852465_-3569.457843,0.05744994,0.01818591,0.000134209,0.003253132,0.06909028,0.47706604,0.37482053
1634.7852465_-3669.457843,0.014774774,0.007116428,4.77E-05,0.003502259,0.044133753,0.58823544,0.34218955
1634.7852465_-3769.457843,0.000678128,0.00608158,1.21E-05,0.002785888,0.10377369,0.5368906,0.3497781
1634.7852465_-3869.457843,0.039184265,0.023720453,6.74E-05,0.004484868,0.106682755,0.4345111,0.39134905
1634.7852465_-3969.457843,0.001784648,0.001646004,1.22E-05,0.001695505,0.104412876,0.552624,0.33782482
1634.7852465_-4069.457843,0.002949832,0.013689299,9.84E-06,0.004173601,0.13393877,0.4463419,0.39889675
1634.7852465_-4169.457843,0.26005116,0.08286773,1.27E-05,0.052521802,0.08752189,0.26809922,0.24892549
1634.7852465_-4269.457843,0.01412983,0.032315135,1.65E-05,0.002941835,0.2238607,0.32702085,0.39971521
1734.7852465_-2769.457843,0.024312377,0.006799215,2.60E-05,0.00922803,0.4134281,0.23046315,0.3157431
1734.7852465_-2869.457843,0.26872313,0.0716872,0.000204941,0.011609337,0.27659732,0.1347894,0.2363887
1734.7852465_-2969.457843,0.031377427,0.027449498,5.37E-05,0.00671117,0.37290978,0.32759297,0.23390555
1734.7852465_-3069.457843,0.003142925,0.013078289,1.35E-05,0.017049225,0.1372588,0.3516234,0.47783393
1734.7852465_-3169.457843,0.002017334,0.010893109,9.80E-06,0.010213099,0.13518924,0.45929852,0.3823789
1734.7852465_-3269.457843,0.014942705,0.017337667,1.34E-05,0.007686704,0.099257536,0.51284534,0.34791672
1734.7852465_-3369.457843,0.031144435,0.09286118,1.77E-05,0.021787189,0.2001419,0.25834656,0.39570105
1734.7852465_-3469.457843,0.029461008,0.063531116,1.46E-05,0.008079938,0.16434127,0.37446114,0.36011088
1734.7852465_-3569.457843,0.106700346,0.010787198,5.94E-05,0.00654295,0.08691486,0.4337269,0.3552683
1734.7852465_-3669.457843,0.005784407,0.004942989,1.82E-05,0.004430003,0.07462595,0.58833176,0.3218667
1734.7852465_-3769.457843,0.057990033,0.021831464,4.62E-05,0.006333231,0.09555571,0.45416984,0.3640735
1734.7852465_-3869.457843,0.001598583,0.004772372,7.31E-06,0.004596372,0.1663411,0.46124431,0.36143997
1734.7852465_-3969.457843,0.023718653,0.004010935,1.40E-05,0.004078009,0.07766668,0.58295906,0.3075527
1734.7852465_-4069.457843,0.011260032,0.031646617,2.30E-06,0.013106556,0.099645294,0.53649837,0.30784082
1734.7852465_-4169.457843,0.30720684,0.24273133,6.98E-06,0.001429188,0.07177821,0.19651873,0.18032873
1834.7852465_-2769.457843,0.089780636,0.068215206,0.000160224,0.010339746,0.42466456,0.16475047,0.24208917
1834.7852465_-2869.457843,0.031192116,0.002694044,6.47E-05,0.003557537,0.41447535,0.23682249,0.3111938
1834.7852465_-2969.457843,0.006041748,0.015170963,1.59E-05,0.003599201,0.23056816,0.36910206,0.37550187
1834.7852465_-3069.457843,0.008059097,0.024859462,2.28E-05,0.007951827,0.14088838,0.4021616,0.41605687
1834.7852465_-3169.457843,0.06816344,0.083971865,5.07E-05,0.009435098,0.09350486,0.40895495,0.3359192
1834.7852465_-3269.457843,0.13973124,0.04327149,8.57E-05,0.011546605,0.07349262,0.3645621,0.36731032
1834.7852465_-3369.457843,0.003320046,0.017092973,1.02E-05,0.009684339,0.23342395,0.3851692,0.35129923
1834.7852465_-3469.457843,0.005919231,0.008263029,1.04E-05,0.009786544,0.11067888,0.50711364,0.35822824
1834.7852465_-3569.457843,0.28245065,0.053574376,5.92E-05,0.026795303,0.094343156,0.25867465,0.28410274
1834.7852465_-3669.457843,0.030940149,0.03040935,4.51E-05,0.004659311,0.19190048,0.26634607,0.4756995
1834.7852465_-3769.457843,0.002244731,0.006166099,1.97E-05,0.005775403,0.16900429,0.46198952,0.35480025
1834.7852465_-3869.457843,0.039536852,0.02473168,0.000115424,0.008464101,0.13186033,0.37828833,0.41700324
1834.7852465_-3969.457843,0.003047646,0.035688665,2.29E-06,0.016581032,0.1763774,0.44194758,0.32635543
1834.7852465_-4069.457843,0.005004888,0.004724254,2.35E-06,0.006640205,0.10904079,0.5644697,0.31011787
1834.7852465_-4169.457843,0.53847367,0.056704015,3.42E-05,0.008403463,0.05748204,0.21962404,0.11927853
1834.7852465_-4269.457843,0.01748829,0.014480848,0.000144551,0.000596969,0.047580622,0.4303162,0.4893925
1934.7852465_-2769.457843,0.12578051,0.003383916,0.000138684,0.004338209,0.363976,0.18070467,0.321678
1934.7852465_-2869.457843,0.25971147,0.08275333,0.000269556,0.00981134,0.3195083,0.12724997,0.20069605
1934.7852465_-2969.457843,0.03393018,0.017142275,5.38E-05,0.006544479,0.18077895,0.36011273,0.40143758
1934.7852465_-3069.457843,0.001582117,0.00322941,3.26E-05,0.001859211,0.111647815,0.53110844,0.3505404
1934.7852465_-3169.457843,0.025478741,0.021244599,7.82E-05,0.001714137,0.06353115,0.47467622,0.41327703
1934.7852465_-3269.457843,0.004244698,0.003438813,2.28E-05,0.005489321,0.06323254,0.60763186,0.31593996
1934.7852465_-3369.457843,0.010099743,0.025321186,2.34E-05,0.015491743,0.1070084,0.5106879,0.33136764
1934.7852465_-3469.457843,0.000634438,0.009406472,1.40E-05,0.004652544,0.14966038,0.46528476,0.3703474
1934.7852465_-3569.457843,0.008359946,0.007443782,4.34E-05,0.000943394,0.07511993,0.5496694,0.3584202
1934.7852465_-3669.457843,0.029501973,0.052189205,5.50E-05,0.002790168,0.12650672,0.44264978,0.3463071
1934.7852465_-3769.457843,0.004792717,0.025710693,8.08E-06,0.011790738,0.15819928,0.3642866,0.43521193
1934.7852465_-3869.457843,0.002503873,0.023918435,1.05E-05,0.010529691,0.23472466,0.29372057,0.4345922
1934.7852465_-3969.457843,0.003217926,0.013885647,5.61E-06,0.004314133,0.14193535,0.47247073,0.3641706
1934.7852465_-4069.457843,0.037668448,0.084205866,1.89E-05,0.008781296,0.14893621,0.42969754,0.2906917
1934.7852465_-4169.457843,0.7776995,0.07066093,6.09E-05,0.03554676,0.008066175,0.014482227,0.09348347
1934.7852465_-4269.457843,0.003049597,0.03022596,2.74E-05,0.012297683,0.21751836,0.26071224,0.47616872
2034.7852465_-2769.457843,0.07553808,0.010398669,0.00015317,0.013790916,0.44574717,0.10987316,0.34449875
2034.7852465_-2869.457843,0.029150087,0.042952035,0.000151802,0.013868466,0.37889698,0.21583036,0.31915036
2034.7852465_-2969.457843,0.001133407,0.002173504,4.50E-05,0.000961323,0.16249321,0.50535446,0.3278391
2034.7852465_-3069.457843,0.033127677,0.044048224,8.56E-05,0.01423753,0.10927288,0.41701597,0.38221225
2034.7852465_-3169.457843,0.004040241,0.007916351,3.44E-05,0.010623661,0.11419748,0.47274098,0.39044684
2034.7852465_-3269.457843,0.002417011,0.005948675,5.15E-05,0.002478883,0.14739123,0.47930843,0.3624043
2034.7852465_-3369.457843,0.005465726,0.008356219,5.25E-05,0.001842984,0.12884468,0.51644677,0.3389911
2034.7852465_-3469.457843,0.001309268,0.019010633,1.39E-05,0.005772922,0.15739661,0.38853613,0.42796063
2034.7852465_-3569.457843,0.001230262,0.001723386,2.31E-05,0.002244934,0.10540559,0.5744385,0.31493416
2034.7852465_-3669.457843,0.002751362,0.011076491,9.88E-06,0.003600121,0.09319704,0.51406336,0.37530175
2034.7852465_-3769.457843,0.000833546,0.01199343,2.67E-05,0.010545397,0.11510602,0.44761202,0.41388282
2034.7852465_-3869.457843,0.021216273,0.03877826,4.77E-05,0.006766613,0.06880724,0.47801834,0.38636556
2034.7852465_-3969.457843,0.001411888,0.005863227,1.85E-05,0.004115831,0.146299,0.44411314,0.3981785
2034.7852465_-4069.457843,0.003971198,0.026051054,6.28E-06,0.006783003,0.12922244,0.4892172,0.34474882
2034.7852465_-4169.457843,0.06986449,0.2056037,6.75E-05,0.042212635,0.12021201,0.17468148,0.38735813
2034.7852465_-4269.457843,0.018855097,0.09781258,1.92E-05,0.015806802,0.23975052,0.25203305,0.37572277
2134.7852465_-2769.457843,0.062689394,0.01932085,7.66E-05,0.007699364,0.34046102,0.2412889,0.32846394
2134.7852465_-2869.457843,0.003345406,0.00262915,2.92E-05,0.000907141,0.201414,0.3629803,0.42869478
2134.7852465_-2969.457843,0.004243889,0.007276143,2.34E-05,0.005226001,0.06360867,0.54154503,0.37807685
2134.7852465_-3069.457843,0.001266677,0.004458782,2.87E-05,0.002181512,0.12625588,0.5124674,0.35334107
2134.7852465_-3169.457843,0.005003783,0.037362464,1.59E-05,0.007879499,0.1659544,0.33510438,0.4486796
2134.7852465_-3269.457843,0.00126608,0.016529182,1.10E-05,0.006164777,0.12642854,0.472127,0.37747347
2134.7852465_-3369.457843,0.001571535,0.014307367,1.36E-05,0.00493262,0.1663325,0.39639127,0.41645107
2134.7852465_-3469.457843,0.002203627,0.00435518,1.15E-05,0.003068213,0.063834906,0.6117771,0.3147494
2134.7852465_-3569.457843,0.00117508,0.01361595,7.49E-06,0.003895332,0.1914982,0.3708746,0.4189333
2134.7852465_-3669.457843,0.03733676,0.08252274,4.64E-05,0.007570265,0.11387517,0.41912946,0.33951917
2134.7852465_-3769.457843,0.004794727,0.052915234,1.79E-05,0.012926296,0.27339008,0.2749071,0.38104874
2134.7852465_-3869.457843,0.002217798,0.007813997,1.74E-05,0.005080644,0.045820706,0.5983668,0.34068266
2134.7852465_-3969.457843,0.005766534,0.008080987,5.63E-05,0.002121751,0.17265703,0.4315748,0.3797425
2134.7852465_-4069.457843,0.003498003,0.027871689,1.06E-05,0.00778872,0.14943545,0.43162355,0.37977195
2134.7852465_-4169.457843,0.6333848,0.034754235,3.47E-05,0.003218823,0.052187018,0.06456425,0.21185619
2134.7852465_-4269.457843,0.21759282,0.23099181,5.02E-05,0.032573108,0.13037421,0.16073962,0.22767833
2234.7852465_-2769.457843,0.018565789,0.023751533,5.91E-05,0.009577947,0.28978845,0.39033484,0.2679224
2234.7852465_-2869.457843,0.031938475,0.10625661,0.000178771,0.019933147,0.29770005,0.16013491,0.38385797
2234.7852465_-2969.457843,0.00268998,0.027798034,2.05E-05,0.011982362,0.09389062,0.4883681,0.3752503
2234.7852465_-3069.457843,0.000885441,0.011414357,4.39E-05,0.003674848,0.1850922,0.30136338,0.4975259
2234.7852465_-3169.457843,0.000808775,0.009347681,2.20E-05,0.006417802,0.1940274,0.35824776,0.4311286
2234.7852465_-3269.457843,0.003406672,0.020311141,1.41E-05,0.00435173,0.1191093,0.486148,0.36665908
2234.7852465_-3369.457843,0.002290742,0.000782754,0.000107063,0.000331817,0.08698922,0.6609075,0.24859089
2234.7852465_-3469.457843,0.006363237,0.039602906,8.43E-06,0.003531398,0.14105195,0.4825045,0.3269376
2234.7852465_-3569.457843,0.1545772,0.12214079,0.000195706,0.004175097,0.1697369,0.28736457,0.26180974
2234.7852465_-3669.457843,0.014001117,0.051463697,3.50E-05,0.005866608,0.17211986,0.4039111,0.3526026
2234.7852465_-3769.457843,0.002383616,0.027649436,1.19E-05,0.01678493,0.1982975,0.31922382,0.43564877
2234.7852465_-3869.457843,0.001995429,0.013472627,7.26E-06,0.004766494,0.16410743,0.40567368,0.409977
2234.7852465_-3969.457843,0.00245808,0.002380272,1.46E-05,0.003640813,0.12388045,0.45226204,0.41536373
2234.7852465_-4069.457843,0.001145834,0.004697783,1.66E-05,0.00273357,0.08511811,0.5715354,0.33475262
2234.7852465_-4169.457843,0.3121976,0.18997037,0.000142322,0.04210943,0.08876763,0.17267041,0.19414227
2234.7852465_-4269.457843,0.21419333,0.16507407,4.64E-05,0.01485704,0.11252559,0.25871602,0.23458755
2334.7852465_-2769.457843,0.021492405,0.07427144,8.06E-05,0.009876619,0.23420553,0.35378343,0.30628988
2334.7852465_-2869.457843,0.00923006,0.00531127,7.51E-05,0.003306972,0.18763253,0.46016523,0.33427876
2334.7852465_-2969.457843,0.000897638,0.022150591,1.08E-05,0.008231807,0.1476408,0.4127761,0.40829232
2334.7852465_-3069.457843,0.007119003,0.03500888,4.72E-05,0.010190164,0.14496112,0.35920867,0.44346496
2334.7852465_-3169.457843,0.002305806,0.017899506,1.20E-05,0.004918492,0.10660111,0.49539003,0.37287295
2334.7852465_-3269.457843,0.003018744,0.023492815,1.71E-05,0.006953294,0.15330268,0.41478854,0.39842683
2334.7852465_-3369.457843,0.003955648,0.02722073,2.21E-05,0.012697588,0.09710065,0.4905259,0.3684774
2334.7852465_-3469.457843,0.005181483,0.007909097,3.16E-05,0.006991614,0.19468401,0.40246394,0.38273835
2334.7852465_-3569.457843,0.001048251,0.015622149,1.38E-05,0.010283725,0.18737826,0.34250683,0.44314706
2334.7852465_-3669.457843,0.001104949,0.0055403,1.77E-05,0.005580014,0.17082563,0.41521633,0.401715
2334.7852465_-3769.457843,0.003860467,0.02016693,2.96E-05,0.009261605,0.16240178,0.44270396,0.36157566
2334.7852465_-3869.457843,0.002576496,0.00602046,1.13E-05,0.007808088,0.10940923,0.53082085,0.34335354
2334.7852465_-3969.457843,0.000872425,0.013958923,7.36E-06,0.008680698,0.19823317,0.3876255,0.39062193
2334.7852465_-4069.457843,0.00878451,0.06512346,2.05E-05,0.027100079,0.15718374,0.35296965,0.38881817
2334.7852465_-4169.457843,0.002679604,0.0409466,1.53E-05,0.00671348,0.17311668,0.50449955,0.27202877
2334.7852465_-4269.457843,0.5428862,0.09673349,4.43E-05,0.031117698,0.047909822,0.11539289,0.16591561
2434.7852465_-2769.457843,0.030634115,0.002270129,6.01E-05,0.00339332,0.30573878,0.37481853,0.2830851
2434.7852465_-2869.457843,0.009059146,0.05213899,7.00E-06,0.011578884,0.09467261,0.50714785,0.32539558
2434.7852465_-2969.457843,0.002404401,0.02321153,1.47E-05,0.010389064,0.17708643,0.3959417,0.39095217
2434.7852465_-3069.457843,0.012677528,0.005838987,3.69E-05,0.002808946,0.056313273,0.5891474,0.33317697
2434.7852465_-3169.457843,0.00164388,0.016698206,1.81E-05,0.014351876,0.17087589,0.33230755,0.46410444
2434.7852465_-3269.457843,0.001451531,0.006126527,5.17E-05,0.005578751,0.16281635,0.43248555,0.39148962
2434.7852465_-3369.457843,0.001074284,0.008515605,9.04E-06,0.007898309,0.16292801,0.44014055,0.37943417
2434.7852465_-3469.457843,0.005393488,0.019933313,3.30E-05,0.006982256,0.11145772,0.44282058,0.41337973
2434.7852465_-3569.457843,0.003347788,0.010440327,9.11E-05,0.002251409,0.2206427,0.3639854,0.39924133
2434.7852465_-3669.457843,0.006458761,0.03677602,3.80E-05,0.007740486,0.1728185,0.3857134,0.39045486
2434.7852465_-3769.457843,0.0081089,0.015083144,0.000227601,0.006614473,0.1757865,0.4267513,0.36742815
2434.7852465_-3869.457843,0.001961062,0.020819062,1.90E-05,0.009788761,0.15528974,0.4591428,0.3529795
2434.7852465_-3969.457843,0.002203022,0.004497071,4.97E-05,0.000872839,0.17712377,0.5042806,0.310973
