,OD,Excitatory,Endothelial,Inhibitory,Astrocyte,Microglia
2434.7852465_-3069.457843,0.140779876,0.180093998,0.138103987,0.156395051,0.17283746,0.211789627
2434.7852465_-3169.457843,0.155798226,0.136432424,0.16191937,0.157198438,0.154604799,0.234046744
2434.7852465_-3269.457843,0.170811732,0.180724965,0.153432879,0.187942893,0.171952717,0.135134814
2434.7852465_-3369.457843,0.172440465,0.163477312,0.168557898,0.16098741,0.165136725,0.169400191
2434.7852465_-3469.457843,0.149635859,0.178638005,0.166704103,0.184825835,0.181289215,0.138906983
2434.7852465_-3569.457843,0.227227897,0.173032585,0.151235745,0.220721937,0.171678525,0.05610331
2434.7852465_-3669.457843,0.175713601,0.172211439,0.179325129,0.162379649,0.176876218,0.133493965
2434.7852465_-3769.457843,0.194474985,0.152692746,0.099646762,0.198170373,0.122494177,0.232520958
2434.7852465_-3869.457843,0.173064236,0.167668961,0.222153422,0.176100004,0.144636567,0.11637681
2434.7852465_-3969.457843,0.191466866,0.168412869,0.166353598,0.191332982,0.182914572,0.099519113
2434.7852465_-4069.457843,0.161105759,0.150056161,0.180336019,0.17825953,0.156698526,0.173544004
2434.7852465_-4169.457843,0.148013932,0.154157808,0.179562295,0.139496624,0.154458435,0.224310906
2434.7852465_-4269.457843,0.138766682,0.088522879,0.10344285,0.108234963,0.346859733,0.214172892
2534.7852465_-2769.457843,0.193784083,0.160590351,0.155618635,0.17180677,0.110236087,0.207964075
2534.7852465_-2869.457843,0.178015932,0.195176144,0.141849455,0.183093981,0.189203316,0.112661173
2534.7852465_-2969.457843,0.151816904,0.164110349,0.181850926,0.157961916,0.162528188,0.181731716
2534.7852465_-3069.457843,0.148558082,0.167955173,0.120482624,0.173516174,0.160241559,0.229246387
2534.7852465_-3169.457843,0.185663879,0.174324949,0.145598177,0.209347431,0.116572818,0.168492746
2534.7852465_-3269.457843,0.145751014,0.170938156,0.119337116,0.177143637,0.163290373,0.223539706
2534.7852465_-3369.457843,0.168486472,0.152456136,0.128079267,0.165746897,0.145111627,0.2401196
2534.7852465_-3469.457843,0.172103857,0.168675487,0.206009765,0.186726931,0.112055079,0.154428881
2534.7852465_-3569.457843,0.180997711,0.148428406,0.133667515,0.18332081,0.136335084,0.217250475
2534.7852465_-3669.457843,0.194988446,0.171705919,0.130098722,0.187054605,0.191594365,0.124557942
2534.7852465_-3769.457843,0.163016496,0.154871114,0.158215966,0.176800926,0.134271136,0.212824362
2534.7852465_-3869.457843,0.195503732,0.144568897,0.21447174,0.18456823,0.151478254,0.109409147
2534.7852465_-3969.457843,0.145904306,0.145054201,0.211883413,0.158930659,0.131450559,0.206776862
2534.7852465_-4069.457843,0.165297472,0.150761743,0.194158896,0.178436914,0.145095362,0.166249612
2534.7852465_-4169.457843,0.1626626,0.141130807,0.174955715,0.177424854,0.156613607,0.187212417
2534.7852465_-4269.457843,0.176844524,0.176204775,0.207375471,0.122790774,0.19540473,0.121379725
-1471.530357_-2368.451439,0.172075476,0.102460484,0.224578667,0.169077833,0.096759018,0.235048522
-1471.530357_-2468.451439,0.134823303,0.167631383,0.184233674,0.190400851,0.167230436,0.155680352
-1471.530357_-2568.451439,0.147935521,0.168877868,0.184751824,0.167543892,0.166217598,0.164673296
-1471.530357_-2668.451439,0.169206528,0.152593256,0.193983386,0.187401262,0.144683454,0.152132114
-1471.530357_-2768.451439,0.170994823,0.178846155,0.186417831,0.162250675,0.127802723,0.173687793
-1471.530357_-2868.451439,0.179740946,0.160851549,0.189193272,0.159218749,0.124729433,0.18626605
-1471.530357_-2968.451439,0.186510424,0.179028965,0.178906939,0.154430216,0.117134096,0.183989361
-1471.530357_-3068.451439,0.224056249,0.184495137,0.134887563,0.199685913,0.09078884,0.166086298
-1471.530357_-3168.451439,0.208552995,0.181030353,0.150028669,0.152058807,0.139200263,0.169128914
-1471.530357_-3268.451439,0.163222331,0.176074536,0.211274805,0.175080406,0.195503044,0.078844879
-1471.530357_-3368.451439,0.164176753,0.173866104,0.194391132,0.176249037,0.158543606,0.132773367
-1471.530357_-3468.451439,0.221918792,0.185530464,0.241583321,0.171398287,0.135692566,0.043876569
-1471.530357_-3568.451439,0.183194647,0.162771372,0.185334064,0.201260686,0.162411646,0.105027585
-1471.530357_-3668.451439,0.155045141,0.157391417,0.190586767,0.175580555,0.141065015,0.180331105
-1471.530357_-3768.451439,0.16252334,0.156719437,0.191283343,0.177063592,0.121180099,0.19123019
-1471.530357_-3868.451439,0.125476062,0.104575982,0.134848909,0.094848438,0.219891405,0.320359204
-1571.530357_-2368.451439,0.241143224,0.135929033,0.106949626,0.071160999,0.131074471,0.313742648
-1571.530357_-2468.451439,0.149167727,0.194273003,0.13603203,0.192494978,0.156460623,0.171571639
-1571.530357_-2568.451439,0.143475019,0.169136025,0.152702476,0.178379453,0.159667798,0.196639228
-1571.530357_-2668.451439,0.183158692,0.191089557,0.1307498,0.160625433,0.129389891,0.204986626
-1571.530357_-2768.451439,0.157781894,0.17029142,0.189156905,0.148507416,0.174976385,0.15928598
-1571.530357_-2868.451439,0.185216138,0.139530132,0.155583949,0.204455144,0.11638707,0.198827567
-1571.530357_-2968.451439,0.185461186,0.160891647,0.223587774,0.146535241,0.150337685,0.133186467
-1571.530357_-3068.451439,0.16581115,0.147522747,0.211499576,0.175610526,0.187531556,0.112024444
-1571.530357_-3168.451439,0.1533622,0.132852289,0.221373789,0.138829573,0.170609728,0.182972421
-1571.530357_-3268.451439,0.171551277,0.144730607,0.155102356,0.163718826,0.159597937,0.205298997
-1571.530357_-3368.451439,0.18876142,0.147782489,0.167672944,0.175861265,0.16923911,0.150682772
-1571.530357_-3468.451439,0.162514727,0.161097709,0.200939552,0.168783512,0.168236258,0.138428243
-1571.530357_-3568.451439,0.154699539,0.13903286,0.193308368,0.158944109,0.206099322,0.147915803
-1571.530357_-3668.451439,0.210008731,0.174543311,0.167433832,0.215992255,0.10796554,0.12405633
-1571.530357_-3768.451439,0.166652169,0.171888906,0.133328786,0.175193345,0.138054866,0.214881928
-1571.530357_-3868.451439,0.194632817,0.093910714,0.202591881,0.185943244,0.143052642,0.179868702
-1671.530357_-2368.451439,0.208916809,0.148364154,0.145116583,0.09235253,0.203955872,0.201294051
-1671.530357_-2468.451439,0.181523569,0.174641351,0.161636867,0.162843132,0.148397477,0.170957605
-1671.530357_-2568.451439,0.157411338,0.211280642,0.11782136,0.209892108,0.164763803,0.138830749
-1671.530357_-2668.451439,0.174064843,0.143464908,0.141989965,0.181657913,0.13944211,0.219380262
-1671.530357_-2768.451439,0.150567298,0.181334016,0.199803496,0.170983276,0.144349366,0.152962547
-1671.530357_-2868.451439,0.152579366,0.159564689,0.160427097,0.173245064,0.129880741,0.224303042
-1671.530357_-2968.451439,0.173384053,0.183419051,0.217151362,0.174675915,0.15862423,0.092745389
-1671.530357_-3068.451439,0.161963644,0.143852512,0.157628594,0.168469573,0.147884852,0.220200824
-1671.530357_-3168.451439,0.161960535,0.161466757,0.176729393,0.172567849,0.129627505,0.197647961
-1671.530357_-3268.451439,0.171035767,0.164434979,0.070500686,0.162670041,0.181797658,0.249560869
-1671.530357_-3368.451439,0.180649379,0.170396015,0.145963679,0.164988399,0.19246705,0.145535478
-1671.530357_-3468.451439,0.143829096,0.149128543,0.166309072,0.161352715,0.174897341,0.204483233
-1671.530357_-3568.451439,0.140958829,0.157450574,0.108115347,0.199745912,0.20797493,0.185754408
-1671.530357_-3668.451439,0.173373843,0.166896316,0.122790169,0.179303336,0.177702055,0.179934281
-1671.530357_-3768.451439,0.190332336,0.167066579,0.174454213,0.172974004,0.1470101,0.148162767
-1671.530357_-3868.451439,0.309153771,0.095009854,0.313326458,0.049333984,0.209534123,0.023641811
-1771.530357_-2368.451439,0.234203386,0.125445474,0.161692163,0.088368124,0.114893902,0.275396951
-1771.530357_-2468.451439,0.250670343,0.189975691,0.000926871,0.158988812,0.201762184,0.197676099
-1771.530357_-2568.451439,0.132600491,0.180411641,0.184039061,0.172818868,0.206142854,0.123987087
-1771.530357_-2668.451439,0.148690398,0.18033561,0.166067158,0.188572604,0.125234697,0.191099534
-1771.530357_-2768.451439,0.205882005,0.206195183,0.18747724,0.213650482,0.113869183,0.072925905
-1771.530357_-2868.451439,0.172428562,0.181379802,0.080146042,0.176073224,0.174795231,0.21517714
-1771.530357_-2968.451439,0.154490298,0.169374956,0.176443013,0.169993228,0.12492311,0.204775394
-1771.530357_-3068.451439,0.216098291,0.155046906,0.310224976,0.194913028,0.05727126,0.06644554
-1771.530357_-3168.451439,0.165637335,0.200074715,0.159683924,0.151704363,0.193954384,0.128945279
-1771.530357_-3268.451439,0.185721007,0.185428821,0.178135543,0.158321128,0.131712788,0.160680714
-1771.530357_-3368.451439,0.157913394,0.156717615,0.240577914,0.154815868,0.159839811,0.130135398
-1771.530357_-3468.451439,0.154926785,0.175847007,0.207327663,0.158842195,0.159479685,0.143576665
-1771.530357_-3568.451439,0.153384691,0.18595354,0.154438869,0.155255708,0.202463917,0.148503274
-1771.530357_-3668.451439,0.176825756,0.145934518,0.22184286,0.17785738,0.128443115,0.149096371
-1771.530357_-3768.451439,0.188132392,0.189506024,0.28938985,0.172682159,0.147779793,0.012509782
-1771.530357_-3868.451439,0.164044322,0.141028772,0.138531709,0.118818876,0.220568714,0.217007608
-1871.530357_-2368.451439,0.271097502,0.160928785,0.092145949,0.126375656,0.167953477,0.181498631
-1871.530357_-2468.451439,0.232966088,0.174136193,0.1817346,0.0797956,0.164402242,0.166965278
-1871.530357_-2568.451439,0.183490035,0.183646136,0.231478225,0.208964859,0.16373002,0.028690726
-1871.530357_-2668.451439,0.135028119,0.160821194,0.157144049,0.173054326,0.179323398,0.194628914
-1871.530357_-2768.451439,0.190751725,0.169912448,0.156087485,0.206564475,0.154083097,0.12260077
-1871.530357_-2868.451439,0.176379899,0.177575468,0.146419762,0.187081228,0.145304982,0.167238661
-1871.530357_-2968.451439,0.174745538,0.158095125,0.121256736,0.172848877,0.163622696,0.209431027
-1871.530357_-3068.451439,0.175246524,0.155139709,0.244889982,0.156027444,0.165999906,0.102696435
-1871.530357_-3168.451439,0.18003666,0.163103664,0.160538064,0.142636819,0.15717726,0.196507532
-1871.530357_-3268.451439,0.134016896,0.188580746,0.180656288,0.162214186,0.170352359,0.164179526
-1871.530357_-3368.451439,0.178543942,0.183522233,0.184933883,0.169551763,0.165330198,0.118117981
-1871.530357_-3468.451439,0.163612123,0.182359359,0.190551635,0.154133394,0.151717894,0.157625596
-1871.530357_-3568.451439,0.170478118,0.156581194,0.150266968,0.184757261,0.172971569,0.164944889
-1871.530357_-3668.451439,0.16606387,0.166418872,0.194264014,0.168151103,0.157181264,0.147920876
-1871.530357_-3768.451439,0.189059274,0.186523457,0.126959597,0.170183293,0.191576673,0.135697706
-1871.530357_-3868.451439,0.160035332,0.131293863,0.163940716,0.109690239,0.179433806,0.255606043
-1971.530357_-2368.451439,0.319307611,0.171037463,0.088817149,0.181693113,0.128174054,0.11097061
-1971.530357_-2468.451439,0.284096373,0.19182573,0.116370333,0.15070894,0.068571994,0.188426631
-1971.530357_-2568.451439,0.158347069,0.166838747,0.169153372,0.142572025,0.182430353,0.180658434
-1971.530357_-2668.451439,0.187008583,0.177731717,0.210037776,0.176897735,0.152438477,0.095885712
-1971.530357_-2768.451439,0.156406396,0.167689103,0.173635715,0.169028517,0.156842003,0.176398266
-1971.530357_-2868.451439,0.153003793,0.187995649,0.204013758,0.145008817,0.14305608,0.166921902
-1971.530357_-2968.451439,0.156642671,0.184280064,0.106942325,0.161746004,0.166070984,0.224317952
-1971.530357_-3068.451439,0.151261358,0.18804884,0.19014652,0.167409963,0.164637767,0.138495552
-1971.530357_-3168.451439,0.139817972,0.191318671,0.166559338,0.148769253,0.169159983,0.184374783
-1971.530357_-3268.451439,0.160516422,0.169371413,0.14177573,0.152841514,0.194966683,0.180528237
-1971.530357_-3368.451439,0.168544988,0.176492969,0.150097297,0.175232469,0.168760838,0.160871438
-1971.530357_-3468.451439,0.18500331,0.195743236,0.2367808,0.170600052,0.183829919,0.028042683
-1971.530357_-3568.451439,0.152848104,0.17772458,0.15512269,0.153764315,0.186972521,0.173567791
-1971.530357_-3668.451439,0.162939503,0.152300449,0.166205467,0.178444802,0.160856737,0.179253041
-1971.530357_-3768.451439,0.146024662,0.141873021,0.203509686,0.11035219,0.204733036,0.193507406
-1971.530357_-3868.451439,0.141777274,0.110147767,0.206352523,0.102397211,0.208115881,0.231209344
-2071.530357_-2368.451439,0.273205058,0.162496001,0.151784598,0.115665781,0.166050473,0.13079809
-2071.530357_-2468.451439,0.236930864,0.143548424,0.167463789,0.16182852,0.089814443,0.20041396
-2071.530357_-2568.451439,0.173593153,0.157102674,0.135331509,0.157636892,0.146008238,0.230327534
-2071.530357_-2668.451439,0.13884392,0.161031448,0.16797367,0.157639568,0.172340918,0.202170477
-2071.530357_-2768.451439,0.15118273,0.179258729,0.173716341,0.171504,0.183778147,0.140560052
-2071.530357_-2868.451439,0.146965701,0.163984299,0.141262652,0.181994342,0.162148565,0.203644441
-2071.530357_-2968.451439,0.161646376,0.180780868,0.152752477,0.1512804,0.164441544,0.189098334
-2071.530357_-3068.451439,0.145652637,0.158966765,0.13240318,0.137655945,0.194203549,0.231117923
-2071.530357_-3168.451439,0.16222623,0.192976581,0.149607626,0.150621192,0.173969193,0.170599177
-2071.530357_-3268.451439,0.151171881,0.164919304,0.145810281,0.149551531,0.18883924,0.199707763
-2071.530357_-3368.451439,0.171851966,0.177118255,0.173907175,0.175952818,0.17290229,0.128267496
-2071.530357_-3468.451439,0.155337903,0.156207531,0.197182349,0.169301855,0.203468955,0.118501407
-2071.530357_-3568.451439,0.151311942,0.167835743,0.169868523,0.145069503,0.194517892,0.171396397
-2071.530357_-3668.451439,0.157827485,0.168721176,0.107804281,0.150652372,0.232559349,0.182435336
-2071.530357_-3768.451439,0.128338642,0.159156585,0.144601292,0.120801288,0.290505858,0.156596334
-2071.530357_-3868.451439,0.197974145,0.003787611,0.141971644,0.088583319,0.048415164,0.519268117
-2171.530357_-2368.451439,0.22844234,0.167100493,0.198964765,0.094654845,0.111018405,0.199819152
-2171.530357_-2468.451439,0.281821854,0.152218919,0.155039742,0.142109957,0.149456455,0.119353072
-2171.530357_-2568.451439,0.251409359,0.154344542,0.160575308,0.131598728,0.099480668,0.202591395
-2171.530357_-2668.451439,0.131376991,0.173583958,0.200474736,0.157147664,0.145219733,0.192196918
-2171.530357_-2768.451439,0.15620159,0.161060436,0.104350661,0.169460081,0.177909568,0.231017665
-2171.530357_-2868.451439,0.136618041,0.159741199,0.17527026,0.134695805,0.15341981,0.240254884
-2171.530357_-2968.451439,0.154714104,0.156843598,0.146024806,0.170555295,0.195560234,0.176301962
-2171.530357_-3068.451439,0.156512491,0.174659717,0.151287119,0.159696757,0.192313684,0.165530232
-2171.530357_-3168.451439,0.169201198,0.180266821,0.155404554,0.16438346,0.212676118,0.118067849
-2171.530357_-3268.451439,0.147382952,0.181494318,0.142073691,0.17100279,0.200522264,0.157523984
-2171.530357_-3368.451439,0.150345452,0.160871817,0.130623371,0.157137798,0.178519907,0.222501655
-2171.530357_-3468.451439,0.165125831,0.18134649,0.133412282,0.181980709,0.206384003,0.131750685
-2171.530357_-3568.451439,0.147131254,0.163439752,0.172159879,0.174968661,0.174346088,0.167954365
-2171.530357_-3668.451439,0.163979646,0.160997482,0.234980122,0.149852961,0.160806092,0.129383699
-2171.530357_-3768.451439,0.162703468,0.131032471,0.314307023,0.134207961,0.109336229,0.148412848
-2271.530357_-2368.451439,0.248586958,0.148581328,0.175738615,0.116644687,0.120268325,0.190180087
-2271.530357_-2468.451439,0.308877924,0.159849322,0.024549158,0.166385732,0.236390576,0.103947288
-2271.530357_-2568.451439,0.242956333,0.11992969,0.199240273,0.17755559,0.066717143,0.193600972
-2271.530357_-2668.451439,0.148591801,0.190803418,0.167096891,0.155580176,0.166358815,0.171568898
-2271.530357_-2768.451439,0.167429774,0.177791219,0.147037836,0.144224088,0.194534001,0.168983083
-2271.530357_-2868.451439,0.166218298,0.166904179,0.15769785,0.157444868,0.202166446,0.14956836
-2271.530357_-2968.451439,0.143049468,0.154140806,0.175898627,0.154949988,0.162687229,0.209273882
-2271.530357_-3068.451439,0.154706555,0.171064304,0.181141207,0.167423148,0.215892431,0.109772356
-2271.530357_-3168.451439,0.158503918,0.164456179,0.165824328,0.134351983,0.185002745,0.191860846
-2271.530357_-3268.451439,0.174352814,0.173484606,0.158700609,0.162514106,0.171003796,0.15994407
-2271.530357_-3368.451439,0.176700339,0.156598273,0.137605019,0.170221436,0.205932604,0.15294233
-2271.530357_-3468.451439,0.15456086,0.172015277,0.150373105,0.162747991,0.172834256,0.187468511
-2271.530357_-3568.451439,0.160015496,0.20768202,0.15696095,0.168259295,0.212007813,0.095074427
-2271.530357_-3668.451439,0.144047143,0.167164599,0.158743296,0.154893913,0.201308234,0.173842815
-2271.530357_-3768.451439,0.158544878,0.139945873,0.186838759,0.113908271,0.164951391,0.235810828
-2271.530357_-3868.451439,0.174832841,0.166982837,0.276993242,0.092617213,0.186876957,0.101696909
-2371.530357_-2368.451439,0.240467723,0.133294159,0.192947214,0.158523136,0.074488853,0.200278916
-2371.530357_-2468.451439,0.371290281,0.174404172,0.126449018,0.189421687,0.13458982,0.003845022
-2371.530357_-2568.451439,0.226860797,0.162240771,0.15158615,0.144278905,0.107128909,0.207904468
-2371.530357_-2668.451439,0.17239579,0.15255922,0.218617931,0.168493834,0.190017714,0.097915511
-2371.530357_-2768.451439,0.170333696,0.192043155,0.161018179,0.167732602,0.151448253,0.157424114
-2371.530357_-2868.451439,0.139781401,0.15913949,0.151006627,0.176977946,0.173995591,0.199098945
-2371.530357_-2968.451439,0.148251623,0.160870527,0.190527193,0.147705762,0.170303241,0.182341654
