,cell_ID,OD,Microglia,Endothelial,Astrocyte,Inhibitory,Excitatory
2534.7852465_-4269.457843,2534.7852465_-4269.457843,0,0,0,0,1,0
-1471.530357_-2368.451439,-1471.530357_-2368.451439,0,0,0,1,0,0
-1471.530357_-2468.451439,-1471.530357_-2468.451439,0,0.564599636,0,0,0.435400364,0
-1471.530357_-2568.451439,-1471.530357_-2568.451439,0,0.277623171,0,0,0.722376829,0
-1471.530357_-2668.451439,-1471.530357_-2668.451439,0,-3.73E-17,0.878783667,0,0.121216333,0
-1471.530357_-2768.451439,-1471.530357_-2768.451439,0,0,1,0,0,0
-1471.530357_-2868.451439,-1471.530357_-2868.451439,0,0,0.900399384,0.099600616,0,0
-1471.530357_-2968.451439,-1471.530357_-2968.451439,0,0,0.585723774,0.414273676,2.55E-06,0
-1471.530357_-3068.451439,-1471.530357_-3068.451439,0,0,1,0,0,0
-1471.530357_-3168.451439,-1471.530357_-3168.451439,0,0,0,1,0,0
-1471.530357_-3268.451439,-1471.530357_-3268.451439,0,0.235073876,0,0,0.764926124,0
-1471.530357_-3368.451439,-1471.530357_-3368.451439,0,0,1,0,0,0
-1471.530357_-3468.451439,-1471.530357_-3468.451439,0,0,0,1,0,0
-1471.530357_-3568.451439,-1471.530357_-3568.451439,0,0,1,0,0,0
-1471.530357_-3668.451439,-1471.530357_-3668.451439,0,0.347152371,0,0,0.652847629,0
-1471.530357_-3768.451439,-1471.530357_-3768.451439,0,0,0,0.180162584,0,0.819837416
-1471.530357_-3868.451439,-1471.530357_-3868.451439,0,0,0,0,1,0
-1571.530357_-2368.451439,-1571.530357_-2368.451439,0,0,0,1,0,0
-1571.530357_-2468.451439,-1571.530357_-2468.451439,0,0.433877208,0,0,0.566122792,0
-1571.530357_-2568.451439,-1571.530357_-2568.451439,0,0.338039884,0,0,0.661960116,0
-1571.530357_-2668.451439,-1571.530357_-2668.451439,0,0.64600465,0,0,0,0.35399535
-1571.530357_-2768.451439,-1571.530357_-2768.451439,0,0,0,0,1,0
-1571.530357_-2868.451439,-1571.530357_-2868.451439,0,0,0.431346317,0.310832108,0.257821575,0
-1571.530357_-2968.451439,-1571.530357_-2968.451439,0,0,1,0,0,0
-1571.530357_-3068.451439,-1571.530357_-3068.451439,0,0,0,1,0,0
-1571.530357_-3168.451439,-1571.530357_-3168.451439,0,0,0,0,1,0
-1571.530357_-3268.451439,-1571.530357_-3268.451439,0,0.084764369,0,0.560269571,0,0.35496606
-1571.530357_-3368.451439,-1571.530357_-3368.451439,0,0,0.656423953,0,0.343576047,0
-1571.530357_-3468.451439,-1571.530357_-3468.451439,0,0,0,0,1,0
-1571.530357_-3568.451439,-1571.530357_-3568.451439,0,0.558135113,0,0,0.441864887,0
-1571.530357_-3668.451439,-1571.530357_-3668.451439,0,0,0,1,0,0
-1571.530357_-3768.451439,-1571.530357_-3768.451439,0,0,1,0,0,0
-1571.530357_-3868.451439,-1571.530357_-3868.451439,0,0,0,1,0,0
-1671.530357_-2368.451439,-1671.530357_-2368.451439,0,0,0,1,0,0
-1671.530357_-2468.451439,-1671.530357_-2468.451439,0,0,0,0.911307056,0.088692944,0
-1671.530357_-2568.451439,-1671.530357_-2568.451439,0,0.93423537,0,0,0.06576463,0
-1671.530357_-2668.451439,-1671.530357_-2668.451439,0,0,1,0,0,0
-1671.530357_-2768.451439,-1671.530357_-2768.451439,0,0,0,0,1,0
-1671.530357_-2868.451439,-1671.530357_-2868.451439,0,1,0,0,0,0
-1671.530357_-2968.451439,-1671.530357_-2968.451439,0,0,0,1,0,0
-1671.530357_-3068.451439,-1671.530357_-3068.451439,0,0.234560109,0,0,0.765439891,0
-1671.530357_-3168.451439,-1671.530357_-3168.451439,0,0,0.583949538,0,0.416050462,0
-1671.530357_-3268.451439,-1671.530357_-3268.451439,0,0,0.238403707,0.761596293,0,0
-1671.530357_-3368.451439,-1671.530357_-3368.451439,0,0,0,0.637733461,0.362266539,0
-1671.530357_-3468.451439,-1671.530357_-3468.451439,0,0,0,1,0,0
-1671.530357_-3568.451439,-1671.530357_-3568.451439,0,0.448774784,0,0,0.551225216,0
-1671.530357_-3668.451439,-1671.530357_-3668.451439,0,0,0.18448831,0.458442287,0.357069403,0
-1671.530357_-3768.451439,-1671.530357_-3768.451439,0,0,0,0.7924742,0.2075258,0
-1671.530357_-3868.451439,-1671.530357_-3868.451439,0,0,0,0.715243977,0.284756023,0
-1771.530357_-2368.451439,-1771.530357_-2368.451439,0,0,0,1,0,0
-1771.530357_-2468.451439,-1771.530357_-2468.451439,0,0,0,1,0,0
-1771.530357_-2568.451439,-1771.530357_-2568.451439,0.04308011,0,0,0,0.95691989,0
-1771.530357_-2668.451439,-1771.530357_-2668.451439,0,0,0,0,1,0
-1771.530357_-2768.451439,-1771.530357_-2768.451439,0.051028127,0,0,0,0.948971873,0
-1771.530357_-2868.451439,-1771.530357_-2868.451439,0,0,0,0,1,0
-1771.530357_-2968.451439,-1771.530357_-2968.451439,0.721607254,0,0,0,0.278392746,0
-1771.530357_-3068.451439,-1771.530357_-3068.451439,0,0,0,0.642042147,0.357957853,0
-1771.530357_-3168.451439,-1771.530357_-3168.451439,0,0,0,0,1,0
-1771.530357_-3268.451439,-1771.530357_-3268.451439,0,0,1,0,0,0
-1771.530357_-3368.451439,-1771.530357_-3368.451439,0,0.504755867,0,0,0.495244133,0
-1771.530357_-3468.451439,-1771.530357_-3468.451439,0,0,0.554088735,0,0.445911265,0
-1771.530357_-3568.451439,-1771.530357_-3568.451439,0,0.074235887,0,0,0.925764113,0
-1771.530357_-3668.451439,-1771.530357_-3668.451439,0,0,0,0.338069913,0.661930087,0
-1771.530357_-3768.451439,-1771.530357_-3768.451439,0,0,0,0,1,0
-1771.530357_-3868.451439,-1771.530357_-3868.451439,0,0,0,0,1,0
-1871.530357_-2368.451439,-1871.530357_-2368.451439,0,0,0,1,0,0
-1871.530357_-2468.451439,-1871.530357_-2468.451439,0,0,0,1,0,0
-1871.530357_-2568.451439,-1871.530357_-2568.451439,0,0,0.473512205,0,0.526487795,0
-1871.530357_-2668.451439,-1871.530357_-2668.451439,0,0.34886709,0,0,0.65113291,0
-1871.530357_-2768.451439,-1871.530357_-2768.451439,0,0,0.746234306,0,0.253765694,0
-1871.530357_-2868.451439,-1871.530357_-2868.451439,0,0,1,0,0,0
-1871.530357_-2968.451439,-1871.530357_-2968.451439,0,0,0.741201207,0.258798793,0,0
-1871.530357_-3068.451439,-1871.530357_-3068.451439,0,0,0,0,1,0
-1871.530357_-3168.451439,-1871.530357_-3168.451439,0,0,0.140553686,0.537313191,0.322133123,0
-1871.530357_-3268.451439,-1871.530357_-3268.451439,0,0.385702805,0,0,0.614297195,0
-1871.530357_-3368.451439,-1871.530357_-3368.451439,0,0,1,0,0,0
-1871.530357_-3468.451439,-1871.530357_-3468.451439,0,0,0.787088555,0,0.212911445,0
-1871.530357_-3568.451439,-1871.530357_-3568.451439,0.487184272,0,0,0,0.512815728,0
-1871.530357_-3668.451439,-1871.530357_-3668.451439,0,0,0,0,1,0
-1871.530357_-3768.451439,-1871.530357_-3768.451439,0,0,0,0,1,0
-1871.530357_-3868.451439,-1871.530357_-3868.451439,0,0,0,0,1,0
-1971.530357_-2368.451439,-1971.530357_-2368.451439,0,0,0,1,0,0
-1971.530357_-2468.451439,-1971.530357_-2468.451439,0,0,0,1,0,0
-1971.530357_-2568.451439,-1971.530357_-2568.451439,0,0,0,0,1,0
-1971.530357_-2668.451439,-1971.530357_-2668.451439,0,0,0,0,1,0
-1971.530357_-2768.451439,-1971.530357_-2768.451439,0,0,0,0.643792228,0.356207772,0
-1971.530357_-2868.451439,-1971.530357_-2868.451439,0,0.461404369,0,0,0.538595631,0
-1971.530357_-2968.451439,-1971.530357_-2968.451439,0,0.739013137,0,0,0.260986863,0
-1971.530357_-3068.451439,-1971.530357_-3068.451439,0,0.40073049,0,0,0.59926951,0
-1971.530357_-3168.451439,-1971.530357_-3168.451439,0,0,0.641900629,0,0.358099371,0
-1971.530357_-3268.451439,-1971.530357_-3268.451439,0,0,0.201204628,0,0.798795372,0
-1971.530357_-3368.451439,-1971.530357_-3368.451439,0.279050137,0,0,0,0.720949863,0
-1971.530357_-3468.451439,-1971.530357_-3468.451439,0,0,0.570074965,0,0.429925035,0
-1971.530357_-3568.451439,-1971.530357_-3568.451439,0,0.172061633,0,0,0.827938367,0
-1971.530357_-3668.451439,-1971.530357_-3668.451439,0,0,0.715113495,0,0.284886505,0
-1971.530357_-3768.451439,-1971.530357_-3768.451439,0,0,0,0,1,0
-1971.530357_-3868.451439,-1971.530357_-3868.451439,0,0,0,0,1,0
-2071.530357_-2368.451439,-2071.530357_-2368.451439,0,0,0,1,0,0
-2071.530357_-2468.451439,-2071.530357_-2468.451439,0,0,0,1,0,0
-2071.530357_-2568.451439,-2071.530357_-2568.451439,0,0,0,1,0,0
-2071.530357_-2668.451439,-2071.530357_-2668.451439,0,0.279062282,0,0,0.720937718,0
-2071.530357_-2768.451439,-2071.530357_-2768.451439,0,0.146969122,0,0,0.853030878,0
-2071.530357_-2868.451439,-2071.530357_-2868.451439,0,0.093745287,0,0,0.906254713,0
-2071.530357_-2968.451439,-2071.530357_-2968.451439,0,0,1,0,0,0
-2071.530357_-3068.451439,-2071.530357_-3068.451439,0,0.152349346,0,0,0.847650654,0
-2071.530357_-3168.451439,-2071.530357_-3168.451439,0,1,0,0,0,0
-2071.530357_-3268.451439,-2071.530357_-3268.451439,0.023625358,0,0,0,0.976374642,0
-2071.530357_-3368.451439,-2071.530357_-3368.451439,0,0,0.810739846,0,0.189260154,0
-2071.530357_-3468.451439,-2071.530357_-3468.451439,0,0,0,0,1,0
-2071.530357_-3568.451439,-2071.530357_-3568.451439,0,0,0,0,1,0
-2071.530357_-3668.451439,-2071.530357_-3668.451439,0,0,0,0,1,0
-2071.530357_-3768.451439,-2071.530357_-3768.451439,0,0,0,0,1,0
-2071.530357_-3868.451439,-2071.530357_-3868.451439,0,0,0,0,1,0
-2171.530357_-2368.451439,-2171.530357_-2368.451439,0,0,0,1,0,0
-2171.530357_-2468.451439,-2171.530357_-2468.451439,0,0,0,1,0,0
-2171.530357_-2568.451439,-2171.530357_-2568.451439,0,0,0,1,0,0
-2171.530357_-2668.451439,-2171.530357_-2668.451439,0,0,0,0,1,0
-2171.530357_-2768.451439,-2171.530357_-2768.451439,0,0,0,0,1,0
-2171.530357_-2868.451439,-2171.530357_-2868.451439,0,0.149581893,0,0,0.850418107,0
-2171.530357_-2968.451439,-2171.530357_-2968.451439,0,0.18418999,0,0,0.81581001,0
-2171.530357_-3068.451439,-2171.530357_-3068.451439,0,0.087936823,0,0,0.912063177,0
-2171.530357_-3168.451439,-2171.530357_-3168.451439,0,0.000161885,0,0.999838115,0,0
-2171.530357_-3268.451439,-2171.530357_-3268.451439,0,0,0,0,1,0
-2171.530357_-3368.451439,-2171.530357_-3368.451439,0,0,0,0,1,0
-2171.530357_-3468.451439,-2171.530357_-3468.451439,0,0,0,0,1,0
-2171.530357_-3568.451439,-2171.530357_-3568.451439,0,0.258547695,0,0,0.741452305,0
-2171.530357_-3668.451439,-2171.530357_-3668.451439,0,0,0,0,1,0
-2171.530357_-3768.451439,-2171.530357_-3768.451439,0,0,0,0,1,0
-2271.530357_-2368.451439,-2271.530357_-2368.451439,0,0,0,1,0,0
-2271.530357_-2468.451439,-2271.530357_-2468.451439,0,0,0,1,0,0
-2271.530357_-2568.451439,-2271.530357_-2568.451439,0,0,0,1,0,0
-2271.530357_-2668.451439,-2271.530357_-2668.451439,0,0.350207346,0,0,0.649792654,0
-2271.530357_-2768.451439,-2271.530357_-2768.451439,0.098242234,0,0,0,0.901757766,0
-2271.530357_-2868.451439,-2271.530357_-2868.451439,0,0,1,0,0,0
-2271.530357_-2968.451439,-2271.530357_-2968.451439,0,0.202070602,0,0,0.797929398,0
-2271.530357_-3068.451439,-2271.530357_-3068.451439,0,0,0,0,1,0
-2271.530357_-3168.451439,-2271.530357_-3168.451439,0,0,0,0,1,0
-2271.530357_-3268.451439,-2271.530357_-3268.451439,0,0.000146853,0,0.999853147,0,0
-2271.530357_-3368.451439,-2271.530357_-3368.451439,0,0,0,0,1,0
-2271.530357_-3468.451439,-2271.530357_-3468.451439,0,0.066106161,0,0,0.933893839,0
-2271.530357_-3568.451439,-2271.530357_-3568.451439,0,0.186732576,0,0,0.813267424,0
-2271.530357_-3668.451439,-2271.530357_-3668.451439,0,0.095397935,0,0,0.904602065,0
-2271.530357_-3768.451439,-2271.530357_-3768.451439,0,0,0,0,1,0
-2271.530357_-3868.451439,-2271.530357_-3868.451439,0,0,0,0,1,0
-2371.530357_-2368.451439,-2371.530357_-2368.451439,0,0,0,1,0,0
-2371.530357_-2468.451439,-2371.530357_-2468.451439,0,0,0,1,0,0
-2371.530357_-2568.451439,-2371.530357_-2568.451439,0,0,0,1,0,0
-2371.530357_-2668.451439,-2371.530357_-2668.451439,0,0,0,0.429029891,0.570970109,0
-2371.530357_-2768.451439,-2371.530357_-2768.451439,0,0.892168933,0,0,0,0.107831067
-2371.530357_-2868.451439,-2371.530357_-2868.451439,0,0,1,0,0,0
-2371.530357_-2968.451439,-2371.530357_-2968.451439,0,0.291037936,0,0,0.708962064,0
-2371.530357_-3068.451439,-2371.530357_-3068.451439,0,0.311265528,0,0,0.688734472,0
-2371.530357_-3168.451439,-2371.530357_-3168.451439,0,0,0,0.490308328,0.509691672,0
-2371.530357_-3268.451439,-2371.530357_-3268.451439,0.208697964,0,0,0,0.791302036,0
-2371.530357_-3368.451439,-2371.530357_-3368.451439,0.240947078,0,0,0,0.759052922,0
-2371.530357_-3468.451439,-2371.530357_-3468.451439,0,0.168076453,0,0,0.831923547,0
-2371.530357_-3568.451439,-2371.530357_-3568.451439,0.289813802,0,0,0,0.710186198,0
-2371.530357_-3668.451439,-2371.530357_-3668.451439,0,0.109884607,0,0,0.890115393,0
-2371.530357_-3768.451439,-2371.530357_-3768.451439,0,0,0,0,1,0
-2371.530357_-3868.451439,-2371.530357_-3868.451439,0.683617803,0,0,0,0.316382197,0
-2471.530357_-2368.451439,-2471.530357_-2368.451439,0,0,0,1,0,0
-2471.530357_-2468.451439,-2471.530357_-2468.451439,0,0,0,1,0,0
-2471.530357_-2568.451439,-2471.530357_-2568.451439,0,0,0,1,0,0
-2471.530357_-2668.451439,-2471.530357_-2668.451439,0,0,0,0,1,0
-2471.530357_-2768.451439,-2471.530357_-2768.451439,0,0.299022992,0,0,0.700977008,0
-2471.530357_-2868.451439,-2471.530357_-2868.451439,0,0,0,0.939941145,0,0.060058855
-2471.530357_-2968.451439,-2471.530357_-2968.451439,0,0,1,0,0,0
-2471.530357_-3068.451439,-2471.530357_-3068.451439,0,0,1,0,0,0
-2471.530357_-3168.451439,-2471.530357_-3168.451439,0,0,1,0,0,0
-2471.530357_-3268.451439,-2471.530357_-3268.451439,0,0,0,0.641593078,0.358406922,0
-2471.530357_-3368.451439,-2471.530357_-3368.451439,0,0,0,1,0,-1.41E-17
-2471.530357_-3468.451439,-2471.530357_-3468.451439,0,0,0,0,1,0
-2471.530357_-3568.451439,-2471.530357_-3568.451439,0,0,1,0,0,0
-2471.530357_-3668.451439,-2471.530357_-3668.451439,0,0,0.696479094,0,0.303520906,0
-2471.530357_-3768.451439,-2471.530357_-3768.451439,0,0,0,0.407486902,0.592513098,0
-2471.530357_-3868.451439,-2471.530357_-3868.451439,0,0,0,0,1,0
-2571.530357_-2368.451439,-2571.530357_-2368.451439,0,0,0,1,0,0
-2571.530357_-2468.451439,-2571.530357_-2468.451439,0,0,0,1,0,0
-2571.530357_-2568.451439,-2571.530357_-2568.451439,0,0,0,1,0,0
-2571.530357_-2668.451439,-2571.530357_-2668.451439,0,0,0,0,1,0
-2571.530357_-2768.451439,-2571.530357_-2768.451439,0,9.05E-05,0,0.99990948,0,0
-2571.530357_-2868.451439,-2571.530357_-2868.451439,0,0,0.649907958,0,0.350092042,0
-2571.530357_-2968.451439,-2571.530357_-2968.451439,0,0.429636115,0,0,0.570363885,0
-2571.530357_-3068.451439,-2571.530357_-3068.451439,0,0,0.531760016,0.068975942,0.399264042,0
-2571.530357_-3168.451439,-2571.530357_-3168.451439,0,0,0,0,1,0
-2571.530357_-3268.451439,-2571.530357_-3268.451439,0,0,0,0.643177157,0.356822843,0
-2571.530357_-3368.451439,-2571.530357_-3368.451439,0,0,0,0,1,0
-2571.530357_-3468.451439,-2571.530357_-3468.451439,0,0.662791375,0,0,0.337208625,0
-2571.530357_-3568.451439,-2571.530357_-3568.451439,0,0,0,0.995714749,0.004285251,0
-2571.530357_-3668.451439,-2571.530357_-3668.451439,0,0.000126232,0,0.999873768,0,0
-2571.530357_-3768.451439,-2571.530357_-3768.451439,0,0,0,0,1,0
-2571.530357_-3868.451439,-2571.530357_-3868.451439,0,0,0,0,1,0
-2671.530357_-2368.451439,-2671.530357_-2368.451439,0,0,0,1,0,0
-2671.530357_-2468.451439,-2671.530357_-2468.451439,0,0,0,1,0,0
-2671.530357_-2568.451439,-2671.530357_-2568.451439,0,0,0,1,0,0
-2671.530357_-2668.451439,-2671.530357_-2668.451439,0,0.038359276,0,0,0.961640724,0
-2671.530357_-2768.451439,-2671.530357_-2768.451439,0,0.188096386,0,0,0.811903614,0
-2671.530357_-2868.451439,-2671.530357_-2868.451439,0,0,0,0,1,0
-2671.530357_-2968.451439,-2671.530357_-2968.451439,0,0.109007204,0,0,0.890992796,0
-2671.530357_-3068.451439,-2671.530357_-3068.451439,0,0,1,0,0,0
-2671.530357_-3168.451439,-2671.530357_-3168.451439,0,0,0,1,0,0
-2671.530357_-3268.451439,-2671.530357_-3268.451439,0,0,0.584353634,0.415646366,0,0
-2671.530357_-3368.451439,-2671.530357_-3368.451439,0,0,0.257373987,0,0.742626013,0
-2671.530357_-3468.451439,-2671.530357_-3468.451439,0,0,0,1,0,0
-2671.530357_-3568.451439,-2671.530357_-3568.451439,0,0.886091511,0,0,0.113908489,0
-2671.530357_-3668.451439,-2671.530357_-3668.451439,0,0,0.699591023,0,0.300408977,0
-2671.530357_-3768.451439,-2671.530357_-3768.451439,0,0,0,0.329694348,0.670305652,0
-2671.530357_-3868.451439,-2671.530357_-3868.451439,0,0,0,0.624122972,0.375877028,0
-2771.530357_-2368.451439,-2771.530357_-2368.451439,0,0,0,1,0,0
-2771.530357_-2468.451439,-2771.530357_-2468.451439,0,0,0,1,0,0
-2771.530357_-2568.451439,-2771.530357_-2568.451439,0,0,0,1,0,0
-2771.530357_-2668.451439,-2771.530357_-2668.451439,0,0,0,0.378196782,0.621803218,0
-2771.530357_-2768.451439,-2771.530357_-2768.451439,0,0,0,0.992168909,0.007831091,0
-2771.530357_-2868.451439,-2771.530357_-2868.451439,0,0,0,0.594911026,0.405088974,0
-2771.530357_-2968.451439,-2771.530357_-2968.451439,0,0,0.678204229,0,0.321795771,0
-2771.530357_-3068.451439,-2771.530357_-3068.451439,0,0.388050462,0,0,0.611949538,0
-2771.530357_-3168.451439,-2771.530357_-3168.451439,0,0,0.601654129,0.398345871,0,0
-2771.530357_-3268.451439,-2771.530357_-3268.451439,0,0.309927641,0,0,0.690072359,0
-2771.530357_-3368.451439,-2771.530357_-3368.451439,0,0,0.260023907,0.739976093,0,0
-2771.530357_-3468.451439,-2771.530357_-3468.451439,0,0,1,0,0,0
-2771.530357_-3568.451439,-2771.530357_-3568.451439,0,0,0,1,0,0
-2771.530357_-3668.451439,-2771.530357_-3668.451439,0,0,0.663614046,0,0.336385954,0
-2771.530357_-3768.451439,-2771.530357_-3768.451439,0,0,0.847712674,0,0.152287326,0
-2771.530357_-3868.451439,-2771.530357_-3868.451439,0,0,0,1,0,0
-2871.530357_-2368.451439,-2871.530357_-2368.451439,0,0,0,1,0,0
-2871.530357_-2468.451439,-2871.530357_-2468.451439,0,0,0,1,0,0
-2871.530357_-2568.451439,-2871.530357_-2568.451439,0,0,0,1,0,0
-2871.530357_-2668.451439,-2871.530357_-2668.451439,0,0.260375661,0,0,0.739624339,0
-2871.530357_-2768.451439,-2871.530357_-2768.451439,0,0.437865012,0,0,0.562134988,0
-2871.530357_-2868.451439,-2871.530357_-2868.451439,0,0,1,0,0,0
-2871.530357_-2968.451439,-2871.530357_-2968.451439,0,0,1,0,0,0
-2871.530357_-3068.451439,-2871.530357_-3068.451439,0,0,0.689463217,0,0.310536783,0
-2871.530357_-3168.451439,-2871.530357_-3168.451439,0,0,1,0,0,0
-2871.530357_-3268.451439,-2871.530357_-3268.451439,0,0,0,0,0,1
-2871.530357_-3368.451439,-2871.530357_-3368.451439,0,0,0,0,1,0
-2871.530357_-3468.451439,-2871.530357_-3468.451439,0,0.179971078,0,0.183979398,0,0.636049524
-2871.530357_-3568.451439,-2871.530357_-3568.451439,0,0,0.857905364,0.142094636,0,0
-2871.530357_-3668.451439,-2871.530357_-3668.451439,0,0,0,1,0,0
-2871.530357_-3768.451439,-2871.530357_-3768.451439,0,0,0.243410937,0.756589063,0,0
-2871.530357_-3868.451439,-2871.530357_-3868.451439,0,0,0,1,0,0
-2971.530357_-2368.451439,-2971.530357_-2368.451439,0,0,0,0.700331014,0.299668986,0
-2971.530357_-2468.451439,-2971.530357_-2468.451439,0,0,0,1,0,0
-2971.530357_-2568.451439,-2971.530357_-2568.451439,0,0,0,1,0,1.67E-17
-2971.530357_-2668.451439,-2971.530357_-2668.451439,0.692994783,0,0,0,0.307005217,0
-2971.530357_-2768.451439,-2971.530357_-2768.451439,0,0.43984303,0,0,0.56015697,0
-2971.530357_-2868.451439,-2971.530357_-2868.451439,0,0,0.685273086,0,0.314726914,0
-2971.530357_-2968.451439,-2971.530357_-2968.451439,0,0,0,0.469069764,0.530930236,0
-2971.530357_-3068.451439,-2971.530357_-3068.451439,0,0,0,0,1,0
-2971.530357_-3168.451439,-2971.530357_-3168.451439,0,0,0,0.331853062,0,0.668146938
-2971.530357_-3268.451439,-2971.530357_-3268.451439,0,0,0,0.601819938,0,0.398180062
-2971.530357_-3368.451439,-2971.530357_-3368.451439,0,0.042895277,0.199173638,0.757931085,0,0
-2971.530357_-3468.451439,-2971.530357_-3468.451439,0,0,0,0.92742786,0,0.07257214
-2971.530357_-3568.451439,-2971.530357_-3568.451439,0,0,0,0.177075937,0,0.822924063
-2971.530357_-3668.451439,-2971.530357_-3668.451439,0,0,1,0,0,0
-2971.530357_-3768.451439,-2971.530357_-3768.451439,0,0,0.313257382,0.686742618,0,0
-2971.530357_-3868.451439,-2971.530357_-3868.451439,0,0,0,0.031399469,0,0.968600531
1081.2491028_-1097.509028,1081.2491028_-1097.509028,0,0,0,0.847456091,0,0.152543909
1081.2491028_-197.509028,1081.2491028_-197.509028,0,0,0.721051434,0,0.278948566,0
1081.2491028_-297.509028,1081.2491028_-297.509028,0,0,0.673956817,0,0.326043183,0
1081.2491028_-397.509028,1081.2491028_-397.509028,0,0,0,1,0,0
1081.2491028_-497.509028,1081.2491028_-497.509028,0,0,0,0,1,0
1081.2491028_-597.509028,1081.2491028_-597.509028,0,0,0,0.319391286,0.680608714,0
1081.2491028_-697.509028,1081.2491028_-697.509028,0,0,1,0,0,0
1081.2491028_-797.509028,1081.2491028_-797.509028,0,0,0,1,0,0
1081.2491028_-897.509028,1081.2491028_-897.509028,0,0,0,1,0,0
1081.2491028_-97.5090279999999,1081.2491028_-97.5090279999999,0,0,1,0,0,0
1081.2491028_-997.509028,1081.2491028_-997.509028,0,0,1,0,0,0
1081.2491028_102.490972,1081.2491028_102.490972,0,1,0,0,0,0
1081.2491028_2.49097200000006,1081.2491028_2.49097200000006,0,0.762826927,0,0,0.237173073,0
1081.2491028_202.490972,1081.2491028_202.490972,0,0,0,1,0,0
1081.2491028_302.490972,1081.2491028_302.490972,0,0,0,1,0,0
1081.2491028_402.490972,1081.2491028_402.490972,0,0,0,1,0,0
1181.2491028_-1097.509028,1181.2491028_-1097.509028,0,0,0,0.188430833,0.811569167,0
1181.2491028_-197.509028,1181.2491028_-197.509028,0.257843831,0,0,0,0.742156169,0
1181.2491028_-297.509028,1181.2491028_-297.509028,0,0,1,0,0,0
1181.2491028_-397.509028,1181.2491028_-397.509028,0,0,1,0,0,0
1181.2491028_-497.509028,1181.2491028_-497.509028,0,0,0.765732978,0.234267022,0,0
1181.2491028_-597.509028,1181.2491028_-597.509028,0,0,0,1,0,0
1181.2491028_-697.509028,1181.2491028_-697.509028,0,0.918724133,0.081275867,0,0,0
1181.2491028_-797.509028,1181.2491028_-797.509028,0,0,0,0.966607422,0,0.033392578
1181.2491028_-897.509028,1181.2491028_-897.509028,0,0,1,0,0,0
